"quasi"	"cmpcode"	"cmpdomain"
"and lowering rates even further for manufacturers who create good jobs at home."	402	"4"
"We will give our businesses access to newer roads and airports, and faster railroads and Internet access."	411	"4"
"We will fight for immediate investments for highways, transit, rail, and aviation and for the creation of a national infrastructure bank to help modernize our infrastructure,"	411	"4"
"put hundreds of thousands of construction workers back on the job,"	701	"7"
"and help businesses grow."	402	"4"
"Out-Building the Rest of the World. We support long-term investments in our infrastructure."	411	"4"
"Roads, bridges, rail and public transit systems, airports, ports, and sewers are all critical to economic growth, as they enable businesses to grow."	411	"4"
"That’s why President Obama and Democrats in Congress have enacted infrastructure investments that will"	411	"4"
"sustain our Highway Trust Fund"	411	"4"
"and provide states, U.S. territories, and communities with two years of funding to build needed infrastructure."	411	"4"
"These investments are critical for putting Americans back to work"	701	"7"
"and strengthening America’s transportation system to grow our economy."	410	"4"
"The President has proposed to go substantially further, including a significant up-front investment in our infrastructure"	411	"4"
"followed by sustained increases in investment"	416	"4"
"paid for with part of the savings from winding down our overseas wars,"	105	"1"
"together with reforms that will better leverage government dollars and target significant projects."	303	"3"
"We will continue to partner with local communities to support their sustainable development."	416	"4"
"Out-Innovating the Rest of the World. Democrats support a world-class commitment to science and research so that the next generation of innovators and high-technology manufacturing companies thrive in America."	411	"4"
"President Obama signed into law changes to help entrepreneurs raise capital and create jobs."	402	"4"
"Democrats are committed to preparing math and science teachers"	506	"5"
"and training workers with skills for the future"	411	"4"
", and doubling funding for key basic research agencies."	411	"4"
"We support expanding and making permanent the Research and Experimentation Tax Credit."	411	"4"
"President Obama has charted a new mission for NASA to lead us to a future that builds on America’s legacy of innovation and exploration."	411	"4"
"Democrats reformed the patent system to speed approval of investors’ patents and provide alternatives to wasteful litigation."	303	"3"
"Democrats know that the United States must preserve our leadership in the Internet economy."	601	"6"
"We will ensure that America has a 21st century digital infrastructure – robust wired and wireless broadband capability, a smarter electrical grid, and upgraded information technology infrastructure in key sectors such as health care and education."	411	"4"
"President Obama has committed to ensuring that 98 percent of the country has access to high-speed wireless broadband Internet access."	411	"4"
"We are finding innovative ways to free up wireless spectrum"	411	"4"
"and are building a state-of-the-art nationwide, interoperable, public safety network."	605	"6"
"President Obama is strongly committed to protecting an open Internet that fosters investment, innovation, creativity, consumer choice, and free speech, unfettered by censorship or undue violations of privacy."	401	"4"
"The administration is vigorously protecting U.S. intellectual property – our technology and creativity – at home and abroad through better enforcement and innovative approaches such as voluntary efforts by all parties to minimize infringement"	201	"2"
"while supporting the free flow of information."	201	"2"
"Customs seizures of counterfeit drugs are up 600 percent and seizures of fake consumer safety and critical technology have increased nearly 200 percent;"	605	"6"
"the Department of Justice has aggressively prosecuted the illegal overseas transfer of trade secrets."	605	"6"
"As technology advances, we will continue to work with all stakeholders to protect the security of the nation and its knowledge assets, U.S. intellectual property, the functioning of fair and competitive markets, and the privacy, free expression, and due process rights of Americans."	201	"2"
"Standing Up for Workers. When the President took office, the American middle class was under assault."	704	"7"
"From 2001 to 2007, we had the slowest private-sector job growth in an economic expansion since World War II."	701	"7"
"The typical family saw its income stall and inequality climb, even as the economy grew."	503	"5"
"And we had an administration that thought the answer was limiting unions."	701	"7"
"Upon taking office, President Obama began the work of restoring an economy built to last that creates good jobs that pay well."	701	"7"
"Because the President and the Democratic Party believe in the right to organize and in supporting America’s workers with strong labor laws, the President rolled back harmful labor policies designed to undermine collective bargaining rights."	701	"7"
"The President appointed members of the National Labor Relations Board and National Mediation Board who understand the importance of standing up for the rights of workers."	701	"7"
"He placed his bet on the American worker when he rescued the auto industry."	701	"7"
"His administration will continue its fight against the exploitative practice of employers fraudulently misclassifying workers as independent contractors or white-collar workers to evade taxes or deny them protections and overtime benefits."	701	"7"
"As new employment relationships evolve away from the traditional employee-employer model, we need to make sure our labor laws are modernized and keep pace with changes in our economy."	701	"7"
"The Republican Party would return us to the failed policies of the last administration, vilifying the American worker, undermining unions, and arguing that everyone should fend for themselves."	701	"7"
"We oppose the attacks on collective bargaining that Republican governors and state legislatures are mounting in states around the country."	701	"7"
"Democrats believe that the right to organize and collectively bargain is a fundamental American value;"	701	"7"
"every American should have a voice on the job and"	701	"7"
"a chance to negotiate for a fair day’s pay after a hard day’s work."	701	"7"
"We will continue to fight for the right of all workers to organize and join a union."	701	"7"
"Unions helped build the greatest middle class the world has ever known."	701	"7"
"Their work resulted in the 40-hour workweek and weekends, paid leave and pensions, the minimum wage and health insurance, and Social Security and Medicare – the cornerstones of middle class security."	701	"7"
"We will fight for labor laws that provide a fair process for workers to choose union representation, that facilitate the collective bargaining process,"	701	"7"
"and that strengthen remedies for violations of the law."	701	"7"
"We will fight for collective bargaining rights for police officers, nurses, firefighters, emergency medical technicians, teachers, and other public sector workers – jobs that are a proven path to the middle class for millions of Americans."	701	"7"
"We will continue to vigorously oppose “Right to Work” and “paycheck protection” efforts, and so-called “Save our Secret Ballot” measures whenever they are proposed."	701	"7"
"We will raise the minimum wage, and index it to inflation."	412	"4"
"We believe in an America where people looking for work can find good jobs,"	701	"7"
"where hard work pays,"	701	"7"
"and where responsibility is rewarded."	401	"4"
"Our Occupational Safety and Health Administration will continue to adopt and enforce comprehensive safety standards."	701	"7"
"The first bill the President signed was the Lilly Ledbetter Fair Pay Act, we are committed to passing the Paycheck Fairness Act, and we will continue to battle Republican opposition to efforts to stop wage discrimination."	503	"5"
"Helping Small Business. Small businesses employ half of all working Americans, and, over the last two decades, have created two out of three net new jobs."	402	"4"
"Democrats believe that small businesses are the engine of job growth in America."	402	"4"
"President Obama signed 18 small-business tax cuts to encourage businesses to hire more workers"	402	"4"
"and make job-creating investments in machinery and equipment and proposed significant additional small business tax relief."	402	"4"
"He encouraged investment and supported start-ups by allowing businesses to write off the full cost of new equipment and machinery they bought in 2011."	402	"4"
"Altogether, the President’s Small Business Jobs Act accelerated $55 billion in tax relief through 2011."	402	"4"
"Democrats made it easier for small businesses to access the loans they needed to grow and hire."	402	"4"
"The President signed into law changes to help entrepreneurs raise capital while maintaining key investor protections."	402	"4"
"Small businesses are now once again creating jobs."	402	"4"
"Democrats have helped small businesses provide health insurance to their workers with a tax credit to help pay for the cost of coverage."	402	"4"
"In 2014, the tax credit will grow and small businesses will be able to pool their purchasing power together to get affordable coverage."	402	"4"
"We recognize the importance of small business to women, people of color, tribes, and rural America"	503	"5"
"and will work to help nurture entrepreneurship."	402	"4"
"President Obama and the Democratic Party are committed to continue cutting red tape for small businesses,"	303	"3"
"helping them sell their goods around the world"	407	"4"
"and access the capital they need to grow."	402	"4"
"This includes tax cuts for small businesses that make new investments, hire more workers, or increase wages."	402	"4"
"Opened Markets All Over the World for American Products. President Obama and the Democratic Party know that America has the best workers and businesses in the world."	601	"6"
"If the playing field is level, Americans will be able to compete against every other country on Earth."	407	"4"
"Over the last four years, we have made historic progress toward the goal of doubling our exports by 2015."	410	"4"
"We have taken steps to open new markets to American products,"	410	"4"
"while ensuring that other countries play by the same rules."	407	"4"
"President Obama signed into law new trade agreements with South Korea, Colombia, and Panama that will support tens of thousands of private-sector jobs,"	701	"7"
"but not before he strengthened these agreements on behalf of American workers and businesses."	701	"7"
"We remain committed to finding more markets for American-made goods"	410	"4"
"– including using the Trans-Pacific Partnership between the United States and eight countries in the Asia-Pacific, one of the most dynamic regions in the world –"	410	"4"
"while ensuring that workers’ rights and environmental standards are upheld,"	701	"7"
"and fighting against unfair trade practices."	407	"4"
"We expanded and reformed assistance for trade-affected workers,"	701	"7"
"and we demanded renewal of that help alongside new trade agreements."	701	"7"
"Both publicly and privately, the President has made clear to the Chinese government that it needs to take steps to appreciate its currency so that America is competing on a level playing field."	407	"4"
"This administration has doubled the rate of trade cases brought against China by the last administration,"	407	"4"
"and created a new government-wide Interagency Trade Enforcement Center."	407	"4"
"The President is committed to continuing to fight unfair trade practices that disadvantage American producers and workers, including illegal subsidies, non-tariff barriers, and abuse of worker rights or environmental standards."	407	"4"
"America Works When Everyone Plays by the Same Rules"	NA	NA
"For too long, we’ve had a financial system that stacked the deck against ordinary Americans."	403	"4"
"Banks on Wall Street played by different rules than businesses on Main Street and community banks."	403	"4"
"Without strong enough regulations, families were enticed, and sometimes tricked, into buying homes they couldn’t afford."	403	"4"
"Banks and investors were allowed to package and sell risky mortgages."	403	"4"
"Huge reckless bets were made with other people’s money on the line."	403	"4"
"That behavior not only nearly destroyed the financial system,"	414	"4"
"it cost our economy millions of jobs,"	701	"7"
"hurt middle class and poor families,"	603	"6"
"and left taxpayers holding the bill."	403	"4"
"For the past three and a half years, President Obama and Democrats around the country have been fighting to bring the country back from this historic economic crisis."	305	"3"
"We put in place Wall Street reform with smarter, tougher, commonsense rules that will prevent a crisis like that from ever happening again."	403	"4"
"We know that the free market only works when there are rules of the road to ensure that competition is fair, open, and honest."	403	"4"
"Mitt Romney and the Republicans would roll back financial reform"	305	"3"
"and let Wall Street write its own rules again."	403	"4"
"The President put in place government reform that has led to the most open, efficient, and accountable government in history."	303	"3"
"We know that transparent and effective government makes economic sense."	303	"3"
"Republicans would continue to allow lobbyists too much sway over lawmakers,"	304	"3"
"leading to gridlock in Washington,"	303	"3"
"an outdated regulatory system,"	303	"3"
"and a tax code riddled with loopholes."	303	"3"
"The President put in place unprecedented ethics reforms"	202	"2"
"and we’re fighting for campaign finance reform."	202	"2"
"We know that millions of Americans are struggling to get by, and their voices shouldn’t be drowned out by millions of dollars in secret special-interest lobbying and advertising."	403	"4"
"Mitt Romney’s opposition to commonsense campaign finance is nothing less than support for corporate and special-interest takeovers in our elections."	304	"3"
"We believe America prospers when everyone, from Main Street to Wall Street, does their fair share and plays by the same rules."	403	"4"
"We will not back down from making sure an oil company can’t take the same reckless actions that led to the kind of oil spill we saw in the Gulf of Mexico two years ago."	403	"4"
"We will not back down from protecting our kids from toxic mercury pollution,"	403	"4"
"or making sure that our food is safe and our water is clean."	403	"4"
"We will not back down from ensuring that everyone has a seat at the American table and the opportunity to grab the first rung on the ladder to the middle class."	401	"4"
"Wall Street Reform"	NA	NA
"A strong middle class can only exist in an economy where everyone plays by the same rules, from Wall Street to Main Street."	704	"7"
"That’s why President Obama and Democrats in Congress overcame fierce opposition from the financial industry to pass the most far-reaching Wall Street reform in generations."	403	"4"
"The failed policies of the past decade and hands-off approach toward the excesses of the financial industry helped create the deepest economic catastrophe since the Great Depression."	403	"4"
"In the fall of 2008, when the financial system and economy were on the verge of catastrophic collapse, the last administration put in place the Troubled Asset Relief Program."	408	"4"
"The Obama administration has ensured that big banks repay these loans with interest,"	408	"4"
"and its rigorous stewardship has brought transparency and accountability to the program."	303	"3"
"We enacted Wall Street reform to end all future taxpayer-funded bank bailouts."	403	"4"
"Today Democrats are holding Wall Street accountable,"	403	"4"
"bringing new transparency to financial markets,"	403	"4"
"and ending taxpayer-funded bank bailouts and the era of “too big to fail.”"	403	"4"
"President Obama put in place new rules of the road that refocus the financial sector on getting capital to entrepreneurs"	402	"4"
"and small and mid-sized businesses who create jobs and financing to millions of families who want to buy a home or send their kids to college."	402	"4"
"We’ve created a single consumer watchdog agency whose sole job is looking out for working families by protecting them from deceptive and unfair lending practices of mortgage brokers, payday lenders, debt collectors, and other financial institutions."	403	"4"
"Democrats are not only fighting to protect consumers from practices that can hurt their pocketbooks and add to their debt, but also working to put an end to practices that helped cause the mortgage crisis."	403	"4"
"Mitt Romney and his allies in Congress believe that the best way to grow the economy is from the top down –"	305	"3"
"the same approach that benefited a few, but crashed the economy, hurt the middle class, and contributed to soaring income inequality."	503	"5"
"They would roll back financial reform and let Wall Street write its own rules again."	305	"3"
"21st Century Government: Transparent and Accountable"	NA	NA
"President Obama and the Democrats are committed to rethinking, reforming, and remaking our government so that it can meet the challenges of our time."	305	"3"
"We reject the idea that we need to ask people to choose between their jobs and their safety."	701	"7"
"We reject the argument that says for the economy to grow, we have to roll back protections that ban hidden fees by credit card companies,"	403	"4"
"or rules that keep our kids from being exposed to mercury,"	501	"5"
"or laws that prevent the health insurance industry from shortchanging patients."	504	"5"
"Rules should be simpler and more flexible,"	303	"3"
"and regulations should be based on sound science and secure Americans’ freedom of choice."	604	"6"
"In our platform hearing we heard about the importance of a safety net that works, public schools that educate, and government that invests in a strong economy."	504	"5"
"A 21st century regulatory system must promote economic growth, innovation, and job creation"	303	"3"
"while also protecting public health and welfare."	504	"5"
"President Obama proposed a simpler, smarter, and more cost-effective approach to regulation, rather than one riddled with special rules written by lobbyists."	303	"3"
"Efficient and effective regulations enforce common sense safeguards to protect the American people."	303	"3"
"That’s what we’ve done in this country for more than a century."	0	"0"
"It’s why our food is safe to eat, our water is safe to drink, and our air is safe to breathe."	403	"4"
"It’s why we put in place consumer protections against hidden fees and penalties by credit card companies"	403	"4"
"and new rules to prevent another financial crisis."	403	"4"
"That’s why the administration launched the Internet Privacy Bill of Rights"	504	"5"
"and encouraged innovative solutions such as a Do Not Track option for consumers."	201	"2"
"But there’s no question that some regulations are outdated, unnecessary, or too costly."	303	"3"
"That’s why President Obama asked all federal agencies to review and streamline outdated regulations,"	303	"3"
"an effort that will save at least $10 billion over five years,"	303	"3"
"and will eliminate tens of millions of hours in annual paperwork burdens"	303	"3"
". That’s why he has approved fewer regulations in the first three years of his presidency than his Republican predecessor did in his."	303	"3"
"At the same time, those regulations have more than 25 times the net benefits of the previous administration’s regulations."	303	"3"
"Looking to make our government leaner, smarter, and more consumer-friendly, President Obama has asked Congress to reinstate the authority that past presidents had to reorganize and consolidate government agencies."	303	"3"
"President Obama has also called for an ambitious, transparent, and unprecedented government-wide review of existing federal regulations to eliminate unnecessary rules."	303	"3"
"In response, more than two dozen agencies have released plans to streamline existing requirements."	303	"3"
"Just a small fraction of these initiatives will save billions of dollars in the near future without sacrificing consumer protections, the environment, workplace safety, or health."	303	"3"
"For too long, overlapping responsibilities among agencies have made it harder, rather than easier, for our small businesses to interact with their government."	402	"4"
"Where appropriate, we are also committed to working with states and U.S. territories to support innovation in exchange for accountability and results."	301	"3"
"We are committed to the most open, efficient, and accountable government in history,"	303	"3"
"and we believe that government is more accountable when it is transparent."	202	"2"
"This administration was the first to make public the list of visitors to the White House"	304	"3"
"and create a centralized ethics and lobbying database available to the public online."	304	"3"
"Democrats led the fight to enact the STOCK Act to ban congressional insider trading."	304	"3"
"President Obama launched the Open Government Initiative to empower the public – through greater openness and new technologies – to influence the decisions that affect their lives."	202	"2"
"We are committed to using government as a platform to spur innovation and collaboration"	411	"4"
". Forums such as Data.gov release more information to the public so that the private sector can pioneer innovative new services."	410	"4"
"Lobbying Reform and Campaign Finance Reform"	NA	NA
"Our political system is under assault by those who believe that special interests should be able to buy whatever they want in our society, including our government."	304	"3"
"Our opponents have applauded the Supreme Court’s decision in Citizens United and welcomed the new flow of special interest money with open arms."	304	"3"
"In stark contrast, we believe we must take immediate action to curb the influence of lobbyists and special interests on our political institutions."	304	"3"
"President Obama signed an executive order to establish unprecedented ethics rules so that those who leave the executive branch may not lobby this administration and officials may not accept gifts from lobbyists."	304	"3"
"We support campaign finance reform, by constitutional amendment if necessary."	204	"2"
"We support legislation to close loopholes and require greater disclosure of campaign spending."	304	"3"
"President Obama and the national Democratic Party do not accept contributions from federal lobbyists this cycle."	304	"3"
"We support requiring groups trying to influence elections to reveal their donors so the public will know who’s funding the political ads it sees."	202	"2"
"President Obama and the Democrats are fighting to reduce the influence of money in politics, and holding Congress to higher conflict-of-interest standards."	304	"3"
"Greater Together"	NA	NA
"As Americans, we are bound together by more than nationality or geography."	601	"6"
"We are bound by a shared set of ideals and values rooted in the notion that we are greater together;"	606	"6"
"that our collective efforts produce something better than the sum of our individual actions;"	606	"6"
"and that together, rather than divided, we can overcome the greatest challenges that come our way."	606	"6"
"The path to restoring middle class security is through the basic values that made our country great."	704	"7"
"We are a nation that says anyone can make it if you try – no matter who you are, where you come from, or what you look like."	503	"5"
"We know that America is strongest when everybody has a seat at the table"	503	"5"
"and when the same rules apply to everyone, from Main Street to Wall Street."	503	"5"
"Republicans like Mitt Romney want to turn back the clock on the progress we’ve made,"	305	"3"
"telling people whom they can marry,"	604	"6"
"restricting women’s access to birth control coverage,"	604	"6"
"and going back to the same economic policies that benefited the wealthy but crashed our economy."	408	"4"
"Their narrow vision is of an America where everyone is left to fend for themselves"	305	"3"
"and the powerful can write their own rules."	503	"5"
"Ours is a vision of a big, compassionate America where everyone who works hard has the chance to get ahead – not just those already at the very top."	503	"5"
"It’s a vision that says everyone gets a fair shot,"	503	"5"
"everyone does their fair share,"	606	"6"
"and everyone engages in fair play."	503	"5"
"It’s a vision that says we prosper when we realize that we are all in it together"	606	"6"
"and stand united as a nation without dividing or excluding people."	503	"5"
"Strengthening the American Community"	NA	NA
"Immigration. Democrats are strongly committed to enacting comprehensive immigration reform that supports our economic goals and reflects our values as both a nation of laws and a nation of immigrants."	607	"6"
"The story of the United States would not be possible without the generations of immigrants who have strengthened our country and contributed to our economy."	607	"6"
"Our prosperity depends on an immigration system that reflects our values and meets America’s needs."	607	"6"
"But Americans know that today, our immigration system is badly broken – separating families,"	607	"6"
"undermining honest employers and workers,"	701	"7"
"burdening law enforcement,"	0	"0"
"and leaving millions of people working and living in the shadows."	503	"5"
"Democrats know there is broad consensus to repair that system and strengthen our economy,"	410	"4"
"and that the country urgently needs comprehensive immigration reform that brings undocumented immigrants out of the shadows"	607	"6"
"and requires them to get right with the law, learn English, and pay taxes in order to get on a path to earn citizenship."	608	"6"
"We need an immigration reform that creates a system for allocating visas that meets our economic needs,"	607	"6"
"keeps families together,"	603	"6"
"and enforces the law."	605	"6"
"But instead of promoting the national interest, Republicans have blocked immigration reform in Congress and used the issue as a political wedge."	305	"3"
"Despite the obstacles, President Obama has made important progress in implementing immigration policies that reward hard work and demand personal responsibility."	607	"6"
"Today, the Southwest border is more secure than at any time in the past 20 years."	605	"6"
"Unlawful crossings are at a 40-year low,"	605	"6"
"and the Border Patrol is better staffed than at any time in its history."	605	"6"
"We are continuing to work to hold employers accountable for whom they hire."	702	"7"
"The Department of Homeland Security is prioritizing the deportation of criminals who endanger our communities over the deportation of immigrants who do not pose a threat, such as children who came here through no fault of their own and are pursuing an education."	605	"6"
"President Obama’s administration has streamlined the process of legal immigration for immediate relatives of U.S. citizens,"	607	"6"
"supporting family reunification as a priority,"	603	"6"
"and has enhanced opportunities for English-language learning and immigrant integration."	608	"6"
"When states sought to interfere with federal immigration law by passing local measures targeting immigrants, this administration challenged them in court."	302	"3"
"President Obama and the Democrats fought for the DREAM Act, legislation ensuring that young people who want to contribute fully to our society and serve our country are able to become legal residents and ultimately citizens."	607	"6"
"Although this bill has a long history of bipartisan support, Republicans decided to play politics with it rather than do the right thing."	305	"3"
"So the Obama administration provided temporary relief for youth who came to the United States as children, through no fault of their own, grew up as Americans and are poised to make a real contribution to our country."	607	"6"
"These are not permanent fixes."	0	"0"
"Only Congress can provide a permanent, comprehensive solution."	0	"0"
"But these are steps in the right direction."	0	"0"
"President Obama and the Democratic Party stand for comprehensive immigration reform that intelligently prioritizes our country’s security and economic needs,"	607	"6"
"while Mitt Romney and the Republicans have opposed commonsense reforms and pandered to the far right."	305	"3"
"Families. It’s time we stop just talking about family values and start pursuing policies that truly value families."	603	"6"
"The President and Democrats have cut taxes for every working American family,"	402	"4"
"and expanded the Child Tax Credit and Earned Income Tax Credit."	402	"4"
"We believe that all parents and caregivers – regardless of gender – need more flexibility and support in the workplace."	701	"7"
"We support passing the Healthy Families Act,"	504	"5"
"broadening the Family and Medical Leave Act,"	504	"5"
"and partnering with states to move toward paid leave."	603	"6"
"We have invested in expanding and reforming Head Start and grants to states to raise standards and improve instruction in their early learning programs,"	506	"5"
"and we support expanding the Child and Dependent Care Tax Credit."	504	"5"
"We must protect our most vulnerable children by supporting our foster care system,"	504	"5"
"adoption programs for all caring parents, grandparents, and caregivers,"	706	"7"
"and protecting children from violence and neglect."	605	"6"
"We recognize that caring for family members and managing a household is real and valuable work."	706	"7"
"President Obama’s administration has offered men who want to be good fathers extra support."	706	"7"
"We have bolstered community and faith-based groups focused on fatherhood,"	706	"7"
"partnered with businesses to offer opportunities for fathers to spend time with their kids at the bowling alley or ballpark,"	706	"7"
"and worked to help deployed dads connect with their children."	104	"1"
"We all have a stake in forging stronger bonds between fathers and their children."	706	"7"
"We support parents and their children as they work to lead healthier lives."	504	"5"
"With prevention and treatment initiatives on obesity and public health, Democrats are leading the way on supporting healthier, more physically active families and healthy children."	504	"5"
"Supporting Troops, Military Families, and Veterans. President Obama and the Democratic Party are committed to keeping the sacred trust we have with our troops, military families, and veterans."	104	"1"
"These brave men and women and their families have borne the burden of war and have always made our military the best in the world."	104	"1"
"We will not only continue to support them in the field,"	104	"1"
"but we will also continue to prioritize support for wounded warriors, mental health, and the well-being of our military families and veterans."	104	"1"
"We will keep working to give our veterans the health care, benefits, education, and job opportunities that they have earned."	104	"1"
"That’s why the President and the Democratic Party supported the Post-9/11 G.I. Bill to provide opportunities for military personnel, veterans, and their families to get a better education."	104	"1"
"That’s why the President is working to ensure returning veterans are able to get good jobs and put their skills to good use at home."	104	"1"
"That’s why the President has launched partnerships with the private sector to help veterans transfer their experience into skilled manufacturing jobs,"	104	"1"
"and why the President has proposed a new Veterans Jobs Corps to put veterans to work as first responders."	104	"1"
"That’s why the President signed an executive order making it harder for for-profit colleges to prey on veterans."	104	"1"
"That’s why we enacted the Returning Heroes Tax Credit and the Wounded Warrior Tax Credit to give companies incentives to hire vets."	402	"4"
"That’s why we have committed to ending veterans’ homelessness by 2015,"	104	"1"
"and have launched new partnerships with the Departments of Veterans Affairs and Housing and Urban Development and with veterans’ organizations to do just that."	104	"1"
"That’s why, because the traumas of war don’t always end when our loved ones return home, this administration is continuing to work to meet the mental health needs of our veterans."	104	"1"
"That's why we will continue to partner with the nation's Veterans Service Organizations and veterans advocacy groups to ensure that every veteran of every generation receives the care and benefits they've earned."	104	"1"
"That’s why we have made it easier for veterans in rural communities to get the care they need."	104	"1"
"And it is why we have substantially increased funding for the VA,"	104	"1"
"and directed it to eliminate its backlog of claims,"	303	"3"
"hire additional claims processors,"	303	"3"
"and deploy new systems to improve claims processing times."	303	"3"
"Americans with Disabilities. No one should face discrimination based on disability status."	503	"5"
"President Obama and the Democratic Party will continue to lead efforts to facilitate the access of Americans with disabilities to the middle class, employment opportunities, and the ability to lead full, productive, and satisfying lives."	503	"5"
"The administration and the Democratic Party are committed to assisting the approximately 50 million people in this country living with disabilities, assuring their full integration into society."	503	"5"
"This administration has committed to hiring 100,000 Americans with disabilities within the federal government by 2015,"	705	"7"
"and has proposed new rules to create employment opportunities with federal contractors."	705	"7"
"We are committed to expanding access to employment for people with disabilities and removing barriers to work."	705	"7"
"The Affordable Care Act is opening access to health insurance to Americans with disabilities who were previously excluded because of pre-existing conditions,"	504	"5"
"expanding access to Medicaid,"	504	"5"
"and helping Medicaid to support home- and community-based services to keep people in their communities."	504	"5"
"Further, the President issued an executive order repealing the restrictions on embryonic stem cell research"	604	"6"
"and signed into law the Christopher and Dana Reeves Paralysis Act, the first piece of comprehensive legislation aimed at improving the lives of Americans living with paralysis."	504	"5"
"Democrats are committed to ensuring that Americans with disabilities can exercise their right to vote and have access to the polls."	202	"2"
"We will continue to oppose all efforts to weaken the landmark Americans with Disabilities Act,"	503	"5"
"and we will vigorously enforce laws that prevent discrimination."	503	"5"
"And the President and the Democratic Party will fiercely oppose the harsh cuts in Medicaid that would inevitably lead to no or significantly less health care for millions of Americans with disabilities,"	504	"5"
"workers with disabilities,"	701	"7"
"and families raising children with autism, Down Syndrome, and other serious disabilities."	706	"7"
"Faith. Faith has always been a central part of the American story, and it has been a driving force of progress and justice throughout our history."	603	"6"
"We know that our nation, our communities, and our lives are made vastly stronger and richer by faith and the countless acts of justice and mercy it inspires."	603	"6"
"Faith-based organizations will always be critical allies in meeting the challenges that face our nation and our world – from domestic and global poverty, to climate change and human trafficking."	603	"6"
"People of faith and religious organizations do amazing work in communities across this country and the world, and we believe in lifting up and valuing that good work, and finding ways to support it where possible."	603	"6"
"We believe in constitutionally sound, evidence-based partnerships with faith-based and other non-profit organizations to serve those in need and advance our shared interests."	203	"2"
"There is no conflict between supporting faith-based institutions and respecting our Constitution,"	203	"2"
"and a full commitment to both principles is essential for the continued flourishing of both faith and country."	601	"6"
"Rural Communities and Agriculture. We are committed to creating a rural economy built to last –"	703	"7"
"one focused on reclaiming the security of the rural middle class by growing the food, fiber, and fuel that the rest of the world buys"	703	"7"
"and restoring the basic values of hard work and fair play that made our country great."	603	"6"
"By investing in job creation, clean energy, agriculture, and education, Democrats have built a stronger rural economy where future generations can enjoy the rural way of life."	703	"7"
"President Obama and Democrats in Congress have worked to extend credit to a record number of small business owners, boosting economic growth in rural America."	402	"4"
"We support a clean energy economy that is creating jobs and helping lower energy costs in rural America."	416	"4"
"U.S. biofuel production is at its highest level in history."	703	"7"
"We have made historic investments in renewable fuels and expanded markets for them."	416	"4"
"We support strengthening rural water, sewer, and broadband infrastructure to make rural businesses more competitive."	402	"4"
"We have expanded broadband access to nearly seven million rural Americans, including rural businesses, creating new jobs."	411	"4"
"We have invested in water and wastewater community infrastructure projects, safeguarding the health of 18 million rural residents and creating even more jobs."	411	"4"
"Democrats will strengthen the American farm safety net by renewing crop disaster relief,"	703	"7"
"maintaining strong crop insurance programs,"	703	"7"
"and creating a permanent disaster relief program."	703	"7"
"We will improve access to education and health care, especially for rural veterans,"	504	"5"
"and conserve millions of acres of public lands"	501	"5"
"while supporting rural recreation and tourism."	502	"5"
"Our vision for rural America stands in stark contrast to our opponents’."	305	"3"
"Republicans in Congress have introduced a budget that would gut rural economic programs that invest in education, clean energy, infrastructure, and health care, undermining job growth and economic development in rural America."	410	"4"
"They would severely weaken the farm safety net for family farmers in times of natural disaster and economic hardship."	703	"7"
"Agriculture. An agricultural economy built to last is integral to the affordability of our food, the independence of our energy supply, and the security of America’s middle class."	703	"7"
"Democrats support agriculture from the small farms that feed the community to the large farms that feed the world."	703	"7"
"Under President Obama, American farmers are seeing record farm income,"	703	"7"
"record agricultural exports,"	703	"7"
"and millions of acres enrolled in conservation programs."	501	"5"
"President Obama has expanded markets for American goods that help support more than a million agriculture jobs here at home."	703	"7"
"And in the past few years, agriculture has been one of the fastest-growing parts of our economy, creating one out of every 12 American jobs."	703	"7"
"Democrats appreciate agriculture’s role in securing America’s food security"	703	"7"
"and making our country an ambassador of food aid to countries across the world."	703	"7"
"That’s why Democrats support a strong farm safety net,"	703	"7"
"with increased availability of crop insurance and emergency disaster assistance to help farmers and ranchers keep their farms in business after natural disasters and crop loss."	703	"7"
"Democrats are also planning for a strong agricultural future,"	703	"7"
"and President Obama has proposed increasing funding for research and development to improve agricultural productivity and continue to pursue global food security."	703	"7"
"Tribal Sovereignty. American Indian and Alaska Native tribes are sovereign self-governing communities, with a unique government-to-government relationship with the United States."	301	"3"
"President Obama and Democrats in Congress, working with tribes, have taken unprecedented steps to resolve long-standing conflicts, finally coming to a resolution on litigation – some dating back nearly 100 years – related to management of Indian trust resources, administration of loan programs, and water rights."	301	"3"
"The President worked with Democrats to pass the HEARTH Act to promote greater tribal self-determination"	301	"3"
"and create jobs in Indian Country."	701	"7"
"The Affordable Care Act permanently reauthorized the Indian Health Care Improvement Act to improve care for Native Americans."	504	"5"
"Democrats enacted the Tribal Law and Order Act,"	605	"6"
"support expansion of the Violence Against Women Act to include greater protection for women on tribal lands, and oppose versions of the Violence Against Women Act that do not include these critical provisions."	503	"5"
"We will continue to honor our treaty and trust obligations and respect cultural rights,"	607	"6"
"including greater support for American Indian and Alaska Native languages."	607	"6"
"Democrats support maximizing tribal self-governance, including efforts for self-determination and sovereignty of Native Hawaiians."	301	"3"
"Puerto Ricans have been proud American citizens for almost 100 years."	601	"6"
"During that time, the people of Puerto Rico have developed strong political, economic, social, and cultural ties to the United States."	601	"6"
