"quasi"	"cmpcode"	"cmpdomain"
"And we will call on businesses, government, and the American people to make America 50 percent more energy efficient by 2030, because we know that the most energy efficient economy will also gain the competitive edge for new manufacturing and jobs that stay here at home."	501	"5"
"We will help pay for all of it by dedicating a portion of the revenues generated by an economy-wide cap and trade program- a step that will also dramatically reduce our greenhouse gas emissions and jumpstart billions in private capital investment in a new energy economy."	402	"4"
"We’ll dramatically increase the fuel efficiency of automobiles, and we’ll help auto manufacturers and parts suppliers convert to build the cars and trucks of the future and their key components in the United States."	403	"4"
"And we will help workers learn the skills they need to compete in the green economy."	411	"4"
"We are committed to getting at least 25 percent of our electricity from renewable sources by 2025."	501	"5"
"Building on the innovative efforts of the private sector, states, cities, and tribes across the country, we will create new federal-local partnerships to scale the success and deployment of new energy solutions, install a smarter grid, build more efficient buildings, and use the power of federal and military purchasing programs to jumpstart promising new markets and technologies."	501	"5"
"We’ll invest in advanced biofuels like cellulosic ethanol which will provide American-grown fuel and help free us from the tyranny of oil."	501	"5"
"We will use innovative measures to dramatically improve the energy efficiency of buildings."	501	"5"
"To lower the price of gasoline, we will crack down on speculators who are driving up prices beyond the natural market rate."	605	"6"
"We will direct the Federal Trade Commission and Department of Justice to vigorously investigate and prosecute market manipulation in oil futures."	605	"6"
"And we will help those who are hit hardest by high energy prices by increasing funding for low-income heating assistance and weatherization programs, and by providing energy assistance to help middle-class families make ends meet in this time of inflated energy prices."	504	"5"
"This plan will safeguard our economy, our country, and the future of our planet."	501	"5"
"This plan will create good jobs that pay well and can’t be outsourced."	402	"4"
"With these policies, we will protect our country from the national security threats created by reliance on foreign oil and global insecurity due to climate change."	601	"6"
"And this is how we’ll solve the problem of four- dollar- a- gallon gas— with a comprehensive plan and investment in clean energy."	501	"5"
"A World Class Education for Every Child"	NA	NA
"In the 21st century, where the most valuable skill is knowledge, countries that out-educate us today will out-compete us tomorrow."	506	"5"
"In the platform hearings, Americans made it clear that it is morally and economically unacceptable that our high-schoolers continue to score lower on math and science tests than most other students in the world and continue to drop-out at higher rates than their peers in other industrialized nations."	506	"5"
"We cannot accept the persistent achievement gap between minority and white students or the harmful disparities that exist between different schools within a state or even a district."	607	"6"
"Americans know we can and should do better."	601	"6"
"The Democratic Party firmly believes that graduation from a quality public school and the opportunity to succeed in college must be the birthright of every child–not the privilege of the few."	503	"5"
"We must prepare all our students with the 21 st century skills they need to succeed by progressing to a new era of mutual responsibility in education."	706	"7"
"We must set high standards for our children, but we must also hold ourselves accountable–our schools, our teachers, our parents, business leaders, our community and our elected leaders."	706	"7"
"And we must come together, form partnerships, and commit to providing the resources and reforms necessary to help every child reach their full potential."	706	"7"
"Early Childhood"	NA	NA
"We will make quality, affordable early childhood care and education available to every American child from the day he or she is born."	506	"5"
"Our Children’s First Agenda, including increases in Head Start and Early Head Start, and investments in high-quality Pre-K, will improve quality and provide learning and support to families with children ages zero to five."	506	"5"
"Our Presidential Early Learning Council will coordinate these efforts."	506	"5"
"K-12"	NA	NA
"We must ensure that every student has a high-quality teacher and an effective principal."	NA	NA
"That starts with recruiting a new generation of teachers and principals by making this pledge–if you commit your life to teaching, America will commit to paying for your college education."	NA	NA
"We’ll provide better preparation, mentoring and career ladders."	NA	NA
"Where there are teachers who are still struggling and underperforming we should provide them with individual help and support."	704	"7"
"And if they’re still underperforming after that, we should find a quick and fair way—consistent with due process— to put another teacher in that classroom."	704	"7"
"To reward our teachers, we will follow the lead of school districts and educators that have pioneered innovative ways to increase teacher pay that are developed with teachers, not imposed on them."	704	"7"
"We will make an unprecedented national investment to provide teachers with better pay and better support to improve their skills, and their students’ learning."	704	"7"
"We’ll reward effective teachers who teach in underserved areas, take on added responsibilities like mentoring new teachers, or consistently excel in the classroom."	704	"7"
"We will fix the failures and broken promises of No Child Left Behind–while holding to the goal of providing every child access to a world-class education, raising standards, and ensuring accountability for closing the achievement gap."	706	"7"
"We will end the practice of labeling a school and its students as failures and then throwing our hands up and walking away from them without having provided the resources and supports these students need."	506	"5"
"But this alone is not an education policy."	506	"5"
"It’s just a starting point."	506	"5"
"We will work with our nation’s governors and educators to create and use assessments that will improve student learning and success in school districts all across America by including the kinds of critical thinking, communication, and problem- solving skills that our children will need."	506	"5"
"We will address the dropout crisis by investing in intervention strategies in middle schools and high schools and we will invest in after-school programs, summer school, alternative education programs, and youth jobs."	506	"5"
"We will promote innovation within our public schools–because research shows that resources alone will not create the schools that we need to help our children succeed."	506	"5"
"We need to adapt curricula and the school calendar to the needs of the 21st century; reform the schools of education that produce most of our teachers; promote public charter schools that are accountable; and streamline the certification process for those with valuable skills who want to shift careers and teach."	506	"5"
"We will also meet our commitment to special education and to students who are English Language Learners."	607	"6"
"We support full funding of the Individuals with Disabilities Education Act."	506	"5"
"We also support transitional bilingual education and will help Limited English Proficient students get ahead by supporting and funding English Language Learner classes."	607	"6"
"We support teaching students second languages, as well as contributing through education to the revitalization of American Indian languages."	607	"6"
"We know that there is no program and no policy that can substitute for parents who are involved in their children’s education from day one–who make sure their children are in school on time, help them with their homework, and attend those parent-teacher conferences; who are willing to turn off the TV once in a while, put away the video games, and read to their children."	603	"6"
"Responsibility for our children’s education has to start at home."	603	"6"
"We have to set high standards for them, and spend time with them, and love them."	603	"6"
"We have to hold ourselves accountable."	603	"6"
"Higher Education"	NA	NA
"We believe that our universities, community colleges, and other institutions of higher learning must foster among their graduates the skills needed to enhance economic competitiveness."	506	"5"
"We will work with institutions of higher learning to produce highly skilled graduates in science, technology, engineering, and math disciplines who will become innovative workers prepared for the 21st century economy."	411	"4"
"At community colleges and training programs across the country, we will invest in short-term accelerated training and technical certifications for the unemployed and under-employed to speed their transition to careers in high-demand occupations and emerging industries."	411	"4"
"We will reward successful community colleges with grants so they can continue their good work."	506	"5"
"We support education delivery that makes it possible for non-traditional students to receive support and encouragement to obtain a college education, including Internet, distance education, and night and weekend programs."	506	"5"
"We must also invest in training and education to prepare incumbent job-holders with skills to meet the rigors of the new economic environment and provide them access to the broad knowledge and concrete tools offered by apprenticeships, internships, and postsecondary education."	506	"5"
"We need to fully fund joint labor-management apprenticeship programs and reinvigorate our industrial crafts programs to train the next generation of skilled American craft workers."	411	"4"
"We recognize the special value and importance of our Historically Black Colleges and Universities and other minority serving institutions in meeting the needs of our increasingly diverse society and will work to ensure their viability and growth."	607	"6"
"We will make college affordable for all Americans by creating a new American Opportunity Tax Credit to ensure that the first $4,000 of a college education is completely free for most Americans."	506	"5"
"In exchange for the credit, students will be expected to perform community service."	506	"5"
"We will continue to support programs, especially the Pell Grant program, that open the doors of college opportunity to low-income Americans."	506	"5"
"We will enable families to apply for financial aid simply by checking a box on their tax form."	506	"5"
"Our institutions of higher education are also the economic engines of today and tomorrow."	506	"5"
"We will partner with them to translate new ideas into innovative products, processes and services."	506	"5"
"Science, Technology and Innovation"	NA	NA
"America has long led the world in innovation."	601	"6"
"But this Administration’s hostility to science has taken a toll."	411	"4"
"At a time when technology helps shape our future, we devote a smaller and smaller share of our national resources to research and development."	411	"4"
"It is time again to lead."	411	"4"
"We took a critical step with the America Competes Act and we will start by implementing that Act —then we will do more."	411	"4"
"We will make science, technology, engineering, and math education a national priority."	411	"4"
"We will double federal funding for basic research, invest in a strong and inspirational vision for space exploration, and make the Research and Development Tax Credit permanent."	411	"4"
"We will invest in the next generation of transformative energy technologies and health IT and we will renew the defense R&D system."	411	"4"
"We will lift the current Administration’s ban on using federal funding for embryonic stem cells– cells that would have otherwise have been discarded and lost forever–for research that could save lives."	411	"4"
"We will ensure that our patent laws protect legitimate rights while not stifling innovation and creativity."	605	"6"
"We will end the Bush Administration’s war on science, restore scientific integrity, and return to evidence-based decision- making."	305	"3"
"In sum, we will strengthen our system, treat science and technology as crucial investments, and use these forces to ensure a future of economic leadership, health well-being and national security."	411	"4"
"Invest in Manufacturing and Our Manufacturing Communities"	NA	NA
"We will invest in American jobs and finally end the tax breaks that ship jobs overseas."	402	"4"
"We will create an Advanced Manufacturing Fund to provide for our next generation of innovators and job creators;"	402	"4"
"we will expand the Manufacturing Extension Partnerships and create new job training programs for clean technologies."	411	"4"
"We will bring together government, private industry, workers, and academia to turn around the manufacturing sector of the U.S. economy and  provide assistance to automakers and parts companies to encourage retooling of facilities in this country to produce advanced technology vehicles and their key components."	405	"4"
"We will support efforts like the recently proposed Senate Appropriations measure that gives manufacturers access to low-interest loans to help convert factories to build more fuel-efficient vehicles."	403	"4"
"And we will invest in a clean energy economy to create up to five million new green-collar jobs."	501	"5"
"Our manufacturing communities need immediate relief."	403	"4"
"And we will help states and localities whose budgets are strained in times of need."	403	"4"
"We will modernize and expand Trade Adjustment Assistance."	403	"4"
"We will help workers build a safety net, with health care, retirement security, and a way to stay out of crippling debt."	701	"7"
"We will partner with community colleges and other higher education institutions, so that we’re training workers to meet the demands of local industry, including environmentally-friendly technology."	411	"4"
"Creating New Jobs by Rebuilding American Infrastructure"	NA	NA
"A century ago, Teddy Roosevelt called together leaders from business and government to develop a plan for the next century’s infrastructure."	405	"4"
"It falls to us to do the same."	405	"4"
"Right now, we are spending less than at any time in recent history and far less than our international competitors on this critical component of our nation’s strength."	404	"4"
"We will start a National Infrastructure Reinvestment Bank that can leverage private investment in infrastructure improvements, and create nearly two million new good jobs."	404	"4"
"We will undertake projects that maximize our safety and security and ability to compete, which we will fund as we bring the war in Iraq to a responsible close."	601	"6"
"We will modernize our power grid, which will help conservation and spur the development and distribution of clean energy."	411	"4"
"We need a national transportation policy, including high-speed rail and light rail."	411	"4"
"We can invest in our bridges, roads, and public transportation so that people have choices in how they get to work."	411	"4"
"We will ensure every American has access to highspeed broadband and we will take on special interests in order to unleash the power of the wireless spectrum."	411	"4"
"A Connected America"	NA	NA
"In the 21st century, our world is more intertwined than at any time in human history."	411	"4"
"This new connectedness presents us with untold opportunities for innovation, but also new challenges."	411	"4"
"We will protect the Internet’s traditional openness and ensure that it remains a dynamic platform for free speech, innovation, and creativity."	411	"4"
"We will implement a national broadband strategy (especially in rural areas, and our reservations and territories) that enables every American household, school, library, and hospital to connect to a world-class communications infrastructure."	411	"4"
"We will rededicate our nation to ensuring that all Americans have access to broadband and the skills to use it effectively."	411	"4"
"In an increasingly technology-rich, knowledge-based economy, we understand that connectivity is a key part of the solution to many of our most important challenges: job creation, economic growth, energy, health care, and education."	411	"4"
"We will establish a Chief Technology Officer for the nation, to ensure we use technology to enhance the functioning, transparency, and expertise of government, including establishing a national interoperable public safety communications network to help first responders at the local, state and national level communicate with one another during a crisis."	411	"4"
"We will toughen penalties, increase enforcement resources, and spur private sector cooperation with law enforcement to identify and prosecute those who exploit the Internet to try to harm children."	605	"6"
"We will encourage more educational content on the Web and in our media."	506	"5"
"We will give parents the tools and information they need to manage what their children see on television and the Internet – in ways fully consistent with the First Amendment."	603	"6"
"We will strengthen privacy protections in the digital age and will harness the power of technology to hold government and business accountable for violations of personal privacy."	605	"6"
"We will encourage diversity in the ownership of broadcast media, promote the development of new media outlets for expression of diverse viewpoints, and clarify the public interest obligations of broadcasters who occupy the nation’s spectrum."	411	"4"
"Support Small Business and Entrepreneurship"	NA	NA
"Encouraging new industry and creating jobs means giving more support to American entrepreneurs."	NA	NA
"We will exempt all start-up companies from capital gains taxes and provide them a tax credit for health insurance."	NA	NA
"We will provide a new tax credit for small businesses that offer quality health insurance to their employees."	NA	NA
"We will help small businesses facing high energy costs."	NA	NA
"We will work to remove bureaucratic barriers for small and start-up businesses–for example, by making the patent process more efficient and reliable."	NA	NA
"Our Small Business Administration will recognize the importance of small business to women, people of color, tribes, and rural America and will work to help nurture entrepreneurship."	NA	NA
"We will create a national network of public-private business incubators and technical support."	NA	NA
"Real Leadership for Rural America"	NA	NA
"Rural America is home to 60 million Americans."	703	"7"
"The agricultural sector is critical to the rural economy and to all Americans."	703	"7"
"We depend on those in agriculture to produce the food, feed, fiber, and fuel that support our society."	703	"7"
"Thankfully, American farmers possess an unrivaled capacity to produce an abundance of these high-quality products."	703	"7"
"In return, we will provide a strong safety net for family farms, a permanent disaster relief program, expansion of agriculture research, and an emphasis on agricultural trade."	703	"7"
"We will promote economic development in rural and tribal communities by investing in renewable energy, which will transform the rural economy and create millions of new jobs, by upgrading technological and physical infrastructure, by addressing the challenges faced by public schools in rural areas, including forest county schools,  supporting higher education opportunities and by attracting quality teachers, doctors and  nurses through loan forgiveness programs and other incentive programs."	703	"7"
"All Americans, urban and rural, hold a shared interest in preserving and increasing the economic vitality of family farms."	703	"7"
"We will continue to develop and advance policies that promote sustainable and local agriculture, including funding for soil and water conservation programs."	703	"7"
"Economic Stewardship"	NA	NA
"Since the time of our Founders, we have struggled to balance the same forces that confronted Alexander Hamilton and Thomas Jefferson–self-interest and community; markets and democracy; the concentration of wealth and power, and the necessity of transparency and opportunity for each and every American."	503	"5"
"Throughout our history, Americans have pursued their dreams within a free market that has been the engine of America's progress."	601	"6"
"It's a market that has created a prosperity that is the envy of the world, and opportunity for generations of Americans."	601	"6"
"A market that has provided great rewards to the innovators and risk-takers who have made America a beacon for science, technology, and discovery."	601	"6"
"But the American experiment has worked in large part because we have guided the market’s invisible hand with a higher principle."	403	"4"
"Our free market was never meant to be a free license to take whatever you can get, however you can get it."	403	"4"
"That is why we have put in place rules of the road to make competition fair, open, and honest."	403	"4"
"We have done this not to stifle –but rather to advance – prosperity and liberty."	403	"4"
"In this time of economic transformation and crisis, we must be stewards of this economy more than ever before."	408	"4"
"We will maintain fiscal responsibility, so that we do not mortgage our children’s future on a mountain of debt."	408	"4"
"We can do this at the same time that we invest in our future."	408	"4"
"We will restore fairness and responsibility to our tax code."	408	"4"
"We will bring balance back to the housing markets, so that people do not have to lose their homes."	401	"4"
"And we will encourage personal savings, so that our economy remains strong and Americans can live well in their retirements."	408	"4"
"Restoring Fairness to Our Tax Code"	NA	NA
"We must reform our tax code."	402	"4"
"It’s thousands of pages long, a monstrosity that high-priced lobbyists have rigged with page after page of special interest loopholes and tax shelters."	402	"4"
"We will shut down the corporate loopholes and tax havens and use the money so that we can provide an immediate middle-class tax cut that will offer relief to workers and their families."	402	"4"
"We’ll eliminate federal income taxes for millions of retirees, because all seniors deserve to live out their lives with dignity and respect."	402	"4"
"We will not increase taxes on any family earning under $250,000 and we will offer additional tax cuts for middle class families."	402	"4"
"For families making more than $250,000, we’ll ask them to give back a portion of the Bush tax cuts to invest in health care and other key priorities."	402	"4"
"We will end the penalty within the current Social Security system for public service that exists in several states."	402	"4"
"We will expand the Earned Income Tax Credit, and dramatically simplify tax filings so that millions of Americans can do their taxes in less than five minutes."	402	"4"
"Housing"	NA	NA
"The housing crisis has been devastating for many Americans."	401	"4"
"Minorities have been hit particularly hard—in 2006, more than 40 percent of the home loans made to Hispanic borrowers were subprime, while more than half of those made to African Americans were subprime."	705	"7"
"We will ensure that the foreclosure prevention program enacted by Congress is implemented quickly and effectively so that at-risk homeowners can get help and hopefully stay in their homes"	401	"4"
". We will work to reform bankruptcy laws to restore balance between lender and homeowner rights."	401	"4"
"Because we have an obligation to prevent this crisis from recurring in the future, we will crack down on fraudulent brokers and lenders and invest in financial literacy."	605	"6"
"We will pass a Homebuyers Bill of Rights, which will include establishing new lending standards to ensure that loans are affordable and fair, provide adequate remedies to make sure the standards are met, and ensure that homeowners have accurate and complete information about their mortgage options."	401	"4"
"We will support affordable rental housing, which is now more critical than ever."	504	"5"
"We will implement the newly created Affordable Housing Trust Fund to ensure that it can start to support the development and preservation of affordable housing in mixed-income neighborhoods throughout the country, restore cuts to public housing operating subsidies, and fully fund the Community Development Block Grant program."	504	"5"
"We will work with local jurisdictions on the problem of vacant and abandoned housing in our communities."	605	"6"
"We will work to end housing discrimination and to ensure equal housing opportunity."	503	"5"
"We will combat homelessness and target homelessness among veterans in particular by expanding proven programs and launching innovative preventive services."	104	"1"
"Reforming Financial Regulation and Corporate Governance"	NA	NA
"We have failed to guard against practices that all too often rewarded financial manipulation instead of productivity and sound business practices."	403	"4"
"We have let the special interests put their thumbs on the economic scales."	403	"4"
"We do not believe that government should stand in the way of innovation, or turn back the clock to an older era of regulation."	403	"4"
"But we do believe that government has a role to play in advancing our common prosperity: by providing stable macroeconomic and financial conditions for sustained growth; by demanding transparency; and by ensuring fair competition in the marketplace."	403	"4"
"We will reform and modernize our regulatory structures and will work to promote a shift in the cultures of our financial institutions and our regulatory agencies."	403	"4"
"We will ensure shareholders have an advisory vote on executive compensation, in order to spur increased transparency and public debate over pay packages."	403	"4"
"To make our communities stronger and more livable, and to meet the challenges of increasing global competitiveness, America will lead innovation in corporate responsibility to create jobs and leverage our private sector entrepreneurial leadership to help build a better world."	403	"4"
"Consumer Protection"	NA	NA
"We will establish a Credit Card Bill of Rights to protect consumers and a Credit Card Rating System to improve disclosure."	403	"4"
"Americans need to pay what they owe, but they should pay what’s fair."	403	"4"
"We’ll reform our bankruptcy laws to give Americans in debt a second chance."	403	"4"
"If people can demonstrate that they went bankrupt because of medical expenses, they will be able  to relieve that debt and get back on their feet."	403	"4"
"We will ban executive bonuses for bankrupt companies."	403	"4"
"We will crack down on predatory lenders and make it easier for low-income families to buy homes."	401	"4"
"We will require all non-home-based child care facilities to be lead-safe within five years."	706	"7"
"We must guarantee that consumer products coming in from other countries are truly safe, and will call on the Federal Trade Commission to ensure vulnerable consumer populations, such as seniors, are addressed."	706	"7"
"Savings"	NA	NA
"The personal saving rate is at its lowest since the Great Depression."	412	"4"
"Currently, 75 million working Americans—roughly half the workforce—lack employer-based retirement plans."	412	"4"
"That’s why we will create automatic workplace pensions."	412	"4"
"People can add to their pension, or can opt out at any time; the savings account will be easily transferred between jobs; and people can control it themselves if they become self-employed."	412	"4"
"We will ensure savings incentives are fair to all workers by matching half of the initial $1000 of savings for families that need help; and employers will have an easy opportunity to match employee savings."	402	"4"
"We believe this program will increase the saving participation rate for low- and middle-income workers from its current 15 percent to 80 percent."	412	"4"
"We support good pensions, and will adopt measures to preserve and protect existing public and private pension plans."	412	"4"
"We will require that employees who have company pensions receive annual disclosures about their pension fund’s investments."	412	"4"
"This will put a secure retirement within reach for millions of working families."	701	"7"
"Smart, Strong, and Fair Trade Policies"	NA	NA
"We believe that trade should strengthen the American economy and create more American jobs, while also laying a foundation for democratic, equitable, and sustainable growth around the world."	107	"1"
"Trade has been a cornerstone of our growth and global development, but we will not be able to sustain this growth if it favors the few rather than the many."	107	"1"
"We must build on the wealth that open markets have created, and share its benefits more equitably."	107	"1"
"Trade policy must be an integral part of an overall national economic strategy that delivers on the promise of good jobs at home and shared prosperity abroad."	107	"1"
"We will enforce trade laws and safeguard our workers, businesses, and farmers from unfair trade practices–including currency manipulation, lax consumer standards, illegal subsidies, and violations of workers’ rights and environmental standards."	605	"6"
"We must also show leadership at the World Trade Organization to improve transparency and accountability, and to ensure it acts effectively to stop countries from continuing unfair government subsidies to foreign exporters and non-tariff barriers on U.S. exports."	407	"4"
"We need tougher negotiators on our side of the table–to strike bargains that are good not just for Wall Street, but also for Main Street."	107	"1"
"We will negotiate bilateral trade agreements that open markets to U.S. exports and include enforceable international labor and environmental standards; we pledge to enforce those standards consistently and fairly."	107	"1"
"We will not negotiate bilateral trade agreements that stop the government from protecting the environment, food  safety, or the health of its citizens;"	501	"5"
"give greater rights to foreign investors than to U.S. investors;"	407	"4"
"require the privatization of our vital public services;"	413	"4"
"or prevent developing country governments from adopting humanitarian licensing policies to improve access to life-saving medications."	107	"1"
"We will stand firm against bilateral agreements that fail to live up to these important benchmarks, and will strive to achieve them in the multilateral framework."	107	"1"
"We will work with Canada and Mexico to amend the North American Free Trade Agreement so that it works better for all three North American countries."	101	"1"
"We will work together with other countries to achieve a successful completion of the Doha Round Agreement that would increase U.S. exports, support good jobs in America, protect worker rights and the environment, benefit our businesses and our farms, strengthen the rules-based multilateral system, and advance development of the world’s poorest countries."	107	"1"
"Just as important, we will invest in a world-class infrastructure, skilled workforce, and cutting-edge technology so that we can compete successfully on high-value-added products, not sweatshop wages and conditions."	411	"4"
"We will end tax breaks for companies that ship American jobs overseas, and provide incentives for companies that keep and maintain good jobs here in the United States."	402	"4"
"We will also provide access to affordable health insurance and enhance retirement security, and we will update and expand Trade Adjustment Assistance to help workers in industries vulnerable to international competition, as well as service sector and public sector workers impacted by trade, and we will improve TAA’s health care benefits."	402	"4"
"The United States should renew its own commitment to respect for workers’ fundamental human rights, and at the same time strengthen the ILO’s ability to promote workers’ rights abroad through technical assistance and capacity building."	201	"2"
"Fiscal Responsibility"	NA	NA
"Our agenda is ambitious –particularly in light of the current Administration’s policies that have run up the national debt to over $4 trillion."	303	"3"
"Just as America cannot afford to continue to run up huge deficits, so too can we not afford to short-change investments."	303	"3"
"The key is to make the tough choices, in particular enforcing pay-as-you-go budgeting rules."	303	"3"
"We will honor these rules by our plan to end the Iraq war responsibly, eliminate waste in existing government programs, generate revenue by charging polluters for the greenhouse gases they are releasing, and put an end to the reckless, special interest driven corporate loopholes and tax cuts for the wealthy that have been the centerpiece of the Bush Administration’s economic policy."	303	"3"
"We will not raise taxes on people making less than $250,000, and we will eliminate federal income taxes for seniors making less than $50,000."	402	"4"
"We recognize that Social Security is not in crisis and we should do everything we can to strengthen this vital program, including asking those making over $250,000 to pay a bit more."	504	"5"
"The real long-run fiscal challenge is rooted in the rising spending on health care, but we cannot address this in a way that puts our most vulnerable families in jeopardy."	504	"5"
"Instead, we must strengthen our public programs by bringing down the cost of health care and reducing waste while making strategic investments that emphasize quality, efficiency, and prevention."	504	"5"
"In the name of our children, we reject the proposals of those who want to continue George Bush’s disastrous economic policies."	305	"3"
"II. Renewing American Leadership"	NA	NA
"At moments of great peril in the last century, American leaders such as Franklin Roosevelt, Harry Truman, and John F. Kennedy managed both to protect the American people and to expand opportunity for the next generation."	601	"6"
"They ensured that America, by deed and example, led and lifted the world–that we stood for and fought for the freedoms sought by billions of people beyond our borders."	107	"1"
"They used our strengths to show people everywhere America at its best."	305	"3"
"Just as John Kennedy said that after Hoover we needed Franklin Roosevelt, so too after our experience of the last eight years we need Barack Obama."	305	"3"
"Today, we are again called to provide visionary leadership."	305	"3"
"This century’s threats are at least as dangerous as, and in some ways more complex than, those we have confronted in the past."	601	"6"
"They come from weapons that can kill on a mass scale and from violent extremists who exploit alienation and perceived injustice to spread terror."	601	"6"
"They come from rogue states allied to terrorists and from rising powers that could challenge both America and the international foundation of liberal democracy."	202	"2"
"They come from weak states that cannot control their territory or provide for their people."	601	"6"
"They come from an addiction to oil that helps fund the extremism we must fight and empowers repressive regimes."	601	"6"
"And they come from a warming planet that will spur new diseases, spawn more devastating natural disasters, and catalyze deadly conflicts."	501	"5"
"We will confront these threats head on while working with our allies and restoring our standing in the world."	107	"1"
"We will pursue a tough, smart, and principled national security strategy."	601	"6"
"It is a strategy that recognizes that we have interests not just in Baghdad, but in Kandahar and Karachi, in Beijing, Berlin, Brasilia and Bamako."	107	"1"
"It is a strategy that contends with the many disparate forces shaping this century, including: the fundamentalist challenge to freedom; the emergence of new powers like China, India, Russia, and a united Europe; the spread of lethal weapons; uncertain supplies of energy, food, and water; the persistence of poverty and the growing gap between rich and poor; and extraordinary new technologies that send people, ideas, and money across the globe at ever faster speeds."	107	"1"
"Barack Obama will focus this strategy on seven goals: (i) ending the war in Iraq responsibly;"	104	"1"
"(ii) defeating Al Qaeda and combating violent extremism;"	601	"6"
"(iii) securing nuclear weapons and materials from terrorists;"	104	"1"
"(iv) revitalizing and supporting our military;"	104	"1"
"(v) renewing our partnerships to promote our common security;"	601	"6"
"(vi) advancing democracy and development;"	202	"2"
"and (vii) protecting our planet by achieving energy security and combating climate change."	501	"5"
"Ending the War in Iraq"	NA	NA
"To renew American leadership in the world, we must first bring the Iraq war to a responsible end."	104	"1"
"Our men and women in uniform have performed admirably while sacrificing immeasurably."	104	"1"
"Our civilian leaders have failed them."	305	"3"
"Iraq was a diversion from the fight against the terrorists who struck us on 9-11, and incompetent prosecution of the war by civilian leaders compounded  the strategic blunder of choosing to wage it in the first place."	601	"6"
"We will re-center American foreign policy by responsibly redeploying our combat forces from Iraq and refocusing them on urgent missions."	104	"1"
"We will give our military a new mission: ending this war and giving Iraq back to its people."	104	"1"
"We will be as careful getting out of Iraq as we were careless getting in."	305	"3"
"We can safely remove our combat brigades at the pace of one to two per month and expect to complete redeployment within sixteen months."	104	"1"
"After this redeployment, we will keep a residual force in Iraq to perform specific missions: targeting terrorists; protecting our embassy and civil personnel; and advising and supporting Iraq’s Security Forces, provided the Iraqis make political progress."	104	"1"
"At the same time, we will provide generous assistance to Iraqi refugees and internally displaced persons."	107	"1"
"We will launch a comprehensive regional and international diplomatic surge to help broker a lasting political settlement in Iraq, which is the only path to a sustainable peace."	106	"1"
"We will make clear that we seek no permanent bases in Iraq."	106	"1"
"We will encourage Iraq’s government to devote its oil revenues and budget surplus to reconstruction and development."	107	"1"
"This is the future the American people want."	107	"1"
"This is the future that Iraqis want."	107	"1"
"This is what our common interests demand."	107	"1"
"Defeating Al Oaeda and Combating Terrorism"	NA	NA
"The central front in the war on terror is not Iraq, and it never was."	104	"1"
"We will defeat Al Qaeda in Afghanistan and Pakistan, where those who actually attacked us on 9-11 reside and are resurgent."	104	"1"
"Win in Afghanistan"	NA	NA
"Our troops are performing heroically in Afghanistan, but as countless military commanders and the Chairman of the Joint Chiefs of Staff acknowledge, we lack the resources to finish the job because of our commitment to Iraq."	104	"1"
"We will finally make the fight against Al Qaeda and the Taliban the top priority that it should be."	104	"1"
"We will send at least two additional combat brigades to Afghanistan, and use this commitment to seek greater contributions–with fewer restrictions–from our NATO allies."	104	"1"
"We will focus on building up our special forces and intelligence capacity, training, equipping and advising Afghan security forces, building Afghan governmental capacity, and promoting the rule of law."	104	"1"
"We will bolster our State Department’s Provincial Reconstruction Teams and our other government agencies helping the Afghan people."	107	"1"
"We will help Afghans educate their children, including their girls, provide basic human services to their population, and grow their economy from the bottom up, with an additional $1 billion in non-military assistance each year–including investments in alternative livelihoods to poppy-growing for Afghan farmers–just as we crack down on trafficking and corruption."	107	"1"
"Afghanistan must not be lost to a future of narco-terrorism–or become again a haven for terrorists."	107	"1"
"Seek a New Partnership with Pakistan"	NA	NA
"The greatest threat to the security of the Afghan people–and the American people–lies in the tribal regions of Pakistan, where terrorists train, plot attacks, and strike into Afghanistan and move back across the border."	104	"1"
"We cannot tolerate a sanctuary for Al Qaeda."	104	"1"
"We need a stronger and sustained partnership between Afghanistan, Pakistan, and NATO–including necessary assets like satellites and predator drones–to better secure the border, to take out terrorist camps, and to crack down on cross-border insurgents."	104	"1"
"We must help Pakistan develop its own counter-terrorism and counter-insurgency capacity."	107	"1"
"We will invest in the long-term development of the Pashtun border region, so that the extremists’ program of hate is met with an agenda of hope."	107	"1"
"We will ask more of the Pakistani government, rather than offer a blank check to an undemocratic President."	107	"1"
"We will significantly increase non-military aid to the Pakistani people and sustain it for a decade, while ensuring that the military assistance we provide is actually used to fight extremists."	107	"1"
"We must move beyond an alliance built on individual leaders, or we will face mounting opposition in a nuclear-armed nation at the nexus of terror, extremism, and the instability wrought by autocracy."	107	"1"
"Combat Terrorism"	NA	NA
"Beyond Afghanistan and Pakistan, we must forge a more effective global response to terrorism."	104	"1"
"There must be no safe haven for those who plot to kill Americans."	104	"1"
"We need a comprehensive strategy to defeat global terrorists–one that draws on the full range of American power, including but not limited to our military might."	104	"1"
"We will create a properly resourced Shared Security Partnership to enhance counter-terrorism cooperation with countries around the world, including through information sharing as well as funding for training, operations, border security, anti-corruption programs, technology, and targeting terrorist financing."	104	"1"
"We will pursue policies to undermine extremism, recognizing that this contest is also between two competing ideas and visions of the future."	601	"6"
"A crucial debate is occurring within Islam."	106	"1"
"The vast majority of Muslims believe in a future of peace, tolerance, development, and democratization."	106	"1"
"A small minority embrace a rigid and violent intolerance of personal liberty and the world at large."	107	"1"
