"quasi"	"cmpcode"	"cmpdomain"
"A blatant example has been the courtordered redefinition of marriage in several States."	603	"6"
"This is more than a matter of warring legal concepts and ideals."	603	"6"
"It is an assault on the foundations of our society, challenging the institution which, for thousands of years in virtually every civilization, has been entrusted with the rearing of children and the transmission of cultural values."	603	"6"
"A Sacred Contract: Defense of Marriage"	NA	NA
"That is why Congressional Republicans took the lead in enacting the Defense of Marriage Act,"	603	"6"
"affirming the right of States and the federal government not to recognize samesex relationships licensed in other jurisdictions."	301	"3"
"The current Administration’s open defiance of this constitutional principle—in its handling of immigration cases, in federal personnel benefits, in allowing a samesex marriage at a military base, and in refusing to defend DOMA in the courts— makes a mockery of the President’s inaugural oath."	203	"2"
"We commend the United States House of Representatives and State Attorneys General who have defended these laws when they have been attacked in the courts."	603	"6"
"We reaffirm our support for a Constitutional amendment defining marriage as the union of one man and one woman."	204	"2"
"We applaud the citizens of the majority of States which have enshrined in their constitutions the traditional concept of marriage,"	603	"6"
"and we support the campaigns underway in several other States to do so."	603	"6"
"Living Within Our Means: A Constitutional Budget"	NA	NA
"Republican Members of Congress have repeatedly tried to reform the budget process to make it more transparent and accountable,"	202	"2"
"in particular by voting for a Balanced Budget Amendment to the Constitution,"	204	"2"
"following the lead of 33 States which have put that restraint into their own constitutions."	204	"2"
"We call for a Constitutional amendment requiring a supermajority for any tax increase with exceptions for only war and national emergencies,"	204	"2"
"and imposing a cap limiting spending to the historical average percentage of GDP so that future Congresses cannot balance the budget by raising taxes."	401	"4"
"Federalism and The Tenth Amendment"	NA	NA
"We support the review and examination of all federal agencies to eliminate wasteful spending, operational inefficiencies, or abuse of power to determine whether they are performing functions that are better performed by the States."	301	"3"
"These functions, as appropriate, should be returned to the States in accordance with the Tenth Amendment of the United States Constitution."	301	"3"
"We affirm that all legislation, rules, and regulations must conform and public servants must adhere to the U.S. Constitution, as originally intended by the Framers."	203	"2"
"Whether such legislation is a State or federal matter must be determined in accordance with the Tenth Amendment, in conjunction with Article I, Section 8."	203	"2"
"When the Constitution is evaded, transgressed, or ignored, so are the freedoms it guarantees."	201	"2"
"In that context, the elections of 2012 will be much more than a contest between parties."	0	"0"
"They are a referendum on the future of liberty in America."	0	"0"
"The Republican Party, born in opposition to the denial of liberty"	0	"0"
", stands for the rights of individuals, families, faith communities, institutions –"	201	"2"
"and of the States which are their instruments of selfgovernment."	301	"3"
"In establishing a federal system of government, the Framers viewed the States as laboratories of democracy and centers of innovation, as do we."	301	"3"
"To maintain the integrity of their system, they bequeathed to successive generations an instrument by which we might correct any misalignment of power between our States and the federal government, the Tenth Amendment:"	203	"2"
"The powers not delegated to the United States by the Constitution, nor prohibited by it to the States, are reserved to the States respectively, or to the people."	301	"3"
"In fidelity to that principle, we condemn the current Administration’s continued assaults on State governments in matters ranging from voter ID laws to immigration, from healthcare programs to land use decisions."	301	"3"
"Our States are the laboratories of democracy from which the people propel our nation forward,"	301	"3"
"solving local and State problems through local and State innovations."	301	"3"
"We pledge to restore the proper balance between the federal government and the governments closest to, and most reflective of, the American people."	301	"3"
"Scores of entrenched federal programs violate the constitutional mandates of federalism by taking money from the States, laundering it through various federal agencies, only to return to the States shrunken grants with mandates attached."	301	"3"
"We propose wherever feasible to leave resources where they originate: in the homes and neighborhoods of the taxpayers."	301	"3"
"We call on the federal government to do a systematic analysis of laws and regulations to eliminate costly bureaucratic mandates on the States and the people."	301	"3"
"With every right comes a responsibility."	0	"0"
"A few States and their political subdivisions are currently in dire fiscal situations, largely because of their spending, debt, and failure to rein in public employee unions."	301	"3"
"In the event those conditions worsen, the federal government must not assume the State governments’ or their political subdivisions’ financial responsibility"	301	"3"
"or require the nation’s taxpayers to pay for the misrule of a few State governments."	301	"3"
"Nor shall the States assume the federal government’s financial responsibility."	301	"3"
"The Continuing Importance of Protecting the Electoral College"	NA	NA
"We oppose the National Popular Vote Interstate Compact or any other scheme to abolish or distort the procedures of the Electoral College."	203	"2"
"We recognize that an unconstitutional effort to impose “national popular vote” would be a mortal threat to our federal system"	203	"2"
"and a guarantee of corruption as every ballot box in every state would become a chance to steal the presidency."	203	"2"
"Voter Integrity to Ensure Honest Elections"	NA	NA
"Honest elections are the foundation of representative government."	202	"2"
"We support State efforts to ensure ballot access for the elderly, the handicapped, military personnel, and all authorized voters."	202	"2"
"For the same reason, we applaud legislation to require photo identification for voting and to prevent election fraud,  particularly with regard to registration and absentee ballots."	0	"0"
"We support State laws that require proof of citizenship at the time of voter registration to protect our electoral system against a significant and growing form of voter fraud."	0	"0"
"Every time that a fraudulent vote is cast, it effectively cancels out a vote of a legitimate voter."	0	"0"
"Voter fraud is political poison."	202	"2"
"It strikes at the heart of representative government."	202	"2"
"We call on every citizen, elected official, and member of the judiciary to preserve the integrity of the vote."	202	"2"
"We call for vigorous prosecution of voter fraud at the State and federal level."	202	"2"
"To do less disenfranchises present and future generations."	202	"2"
"We recognize that having a physical verification of the vote is the best way to ensure a fair election."	0	"0"
"“Let ambition counter ambition,” as James Madison said."	0	"0"
"When all parties have representatives observing the counting of ballots in a transparent process, integrity is assured."	202	"2"
"We strongly support the policy that all electronic voting systems have a voter verified paper audit trail."	202	"2"
"States or political subdivisions that use allmail elections cannot ensure the integrity of the ballot."	202	"2"
"When ballots are mailed to every registered voter, ballots can be stolen or fraudulently voted by unauthorized individuals because the system does not have a way to verify the identity of the voter."	202	"2"
"We call for States and political subdivisions to adopt voting systems that can verify the identity of the voter."	0	"0"
"Military men and women must not be disenfranchised from the very freedom they defend."	104	"1"
"We affirm that our troops, wherever stationed, be allowed to vote"	202	"2"
"and those votes be counted in the November election and in all elections."	202	"2"
"To that end, the entire chain of command, from President and the Secretary of Defense, to base and unit commanders—must ensure the timely receipt and return of all ballots and the utilization of electronic delivery of ballots where allowed by State law."	202	"2"
"We support changing the way that the decennial census is conducted,"	204	"2"
"so that citizens are distinguished from lawfully present aliens and illegal aliens."	608	"6"
"In order to preserve the principle of oneperson, onevote, the apportionment of representatives among the States should be according to the number of citizens."	204	"2"
"The First Amendment: The Foresight of Our Founders to Protect Religious Freedom"	NA	NA
"The first provision of the First Amendment concerns freedom of religion."	603	"6"
"That guarantee reflected Thomas Jefferson’s Virginia Statute for Religious Freedom, which declared that no one should “suffer on account of his religious opinion or belief, but that all men shall be free to profess, and by argument to maintain, their opinion in matters of religion….”"	603	"6"
"That assurance has never been more needed than it is today, as liberal elites try to drive religious beliefs— and religious believers—out of the public square."	603	"6"
"The most offensive instance of this war on religion has been the current Administration’s attempt to compel faithrelated institutions, as well as believing individuals, to contravene their deeply held religious, moral, or ethical beliefs regarding health services, traditional marriage, or abortion."	603	"6"
"This forcible secularization of religious and religiously affiliated organizations, including faithbased hospitals and colleges, has been in tandem with the current Administration’s audacity in declaring which faithrelated activities are, or are not, protected by the First Amendment—an unprecedented aggression repudiated by a unanimous Supreme Court in its HosannaTabor v. EEOC decision."	603	"6"
"We pledge to respect the religious beliefs and rights of conscience of all Americans"	603	"6"
"and to safeguard the independence of their institutions from government."	603	"6"
"We support the public display of the Ten Commandments as a reflection of our history and of our country’s JudeoChristian heritage,"	603	"6"
"and we affirm the right of students to engage in prayer at public school events in public schools"	603	"6"
"and to have equal access to public schools and other public facilities to accommodate religious freedom in the public square."	603	"6"
"We assert every citizen’s right to apply religious values to public policy and the right of faithbased organizations to participate fully in public programs without renouncing their beliefs, removing religious symbols, or submitting to governmentimposed hiring practices."	603	"6"
"We oppose government discrimination against businesses due to religious views."	603	"6"
"We support the First Amendment right of freedom of association of the Boy Scouts of America and other service organizations whose values are under assault"	603	"6"
"and condemn the State blacklisting of religious groups which decline to arrange adoptions by samesex couples."	603	"6"
"We condemn the hate campaigns, threats of violence, and vandalism by proponents of samesex marriage against advocates of traditional marriage"	603	"6"
"and call for a federal investigation into attempts to deny religious believers their civil rights."	201	"2"
"The First Amendment: Speech that is Protected"	NA	NA
"The rights of citizenship do not stop at the ballot box."	201	"2"
"They include the free speech right to devote one’s resources to whatever cause or candidate one supports."	201	"2"
"We oppose any restrictions or conditions that would discourage Americans from exercising their constitutional right to enter the political fray"	202	"2"
"or limit their commitment to their ideals."	201	"2"
"As a result, we support repeal of the remaining sections of McCainFeingold,"	0	"0"
"support either raising or repealing contribution limits"	0	"0"
", and oppose passage of the DISCLOSE Act or any similar legislation designed to vitiate the Supreme Court’s recent decisions protecting political speech in Wisconsin Right to Life v. Federal Election Commission and Citizens United v. Federal Election Commission."	201	"2"
"We insist that there should be no regulation of political speech on the Internet."	201	"2"
"By the same token, we oppose governmental censorship of speech through the socalled Fairness Doctrine or by government enforcement of speech codes, free speech zones, or other forms of “political correctness” on campus."	201	"2"
"The Second Amendment: Our Right to Keep and Bear Arms"	NA	NA
"We uphold the right of individuals to keep and bear arms,"	0	"0"
"a right which antedated the Constitution and was solemnly confirmed by the Second Amendment."	203	"2"
"We acknowledge, support, and defend the lawabiding citizen’s Godgiven right of selfdefense."	201	"2"
"We call for the protection of such fundamental individual rights recognized in the Supreme Court’s decisions in District of Columbia v. Heller and McDonald v. Chicago affirming that right,"	0	"0"
"and we recognize the individual responsibility to safely use and store firearms."	0	"0"
"This also includes the right to obtain and store ammunition without registration."	0	"0"
"We support the fundamental right to selfdefense wherever a lawabiding citizen has a legal right to be,"	605	"6"
"and we support federal legislation that would expand the exercise of that right by allowing those with stateissued carry permits to carry firearms in any state that issues such permits to its own residents."	605	"6"
"Gun ownership is responsible citizenship, enabling Americans to defend their homes and communities."	605	"6"
"We condemn frivolous lawsuits against gun manufacturers and oppose federal licensing or registration of lawabiding gun owners."	0	"0"
"We oppose legislation that is intended to restrict our Second Amendment rights by limiting the capacity of clips or magazines or otherwise restoring the illconsidered Clinton gun ban."	203	"2"
"We condemn the reckless actions associated with the operation known as “Fast and Furious,” conducted by the Department of Justice, which resulted in the murder of a U.S. Border Patrol Agent and others on both sides of the border."	0	"0"
"We applaud the Members of the U.S. House of Representatives in holding the current Administration’s Attorney General in contempt of Congress for his refusal to cooperate with their investigation into that debacle."	0	"0"
"We oppose the improper collection of firearms sales information in the four southern border states, which was imposed without congressional authority."	0	"0"
"The Fourth Amendment: Liberty and Privacy"	NA	NA
"Affirming “the right of the people to be secure in their houses, papers, and effects, against unreasonable searches and seizures,”"	203	"2"
"we support pending legislation to prevent unwarranted or unreasonable governmental intrusion through the use of aerial surveillance or flyovers on U.S. soil, with the exception of patrolling our national borders."	201	"2"
"All security measures and police actions should be viewed through the lens of the Fourth Amendment;"	203	"2"
"for if we trade liberty for security, we shall have neither."	0	"0"
"The Fifth Amendment: Protecting Private Property"	NA	NA
"The  Takings  Clause  of  the  Fifth  Amendment– “nor  shall  private  property  be  taken  for  public  use without  just  compensation”–is  a  bulwark  against tyranny;"	202	"2"
" for  without  property  rights,  individual  rights are  diminished.   "	201	"2"
"That  is  why  we  deplore  the  Supreme Court’s  Kelo  v.  New  London decision,  allowing  local governments  to  seize  a  person’s  home  or  land,  not  for vital  public  use,  but  for  transfer  to  private  developers."	203	"2"
"We  call  on  State  legislatures  to  moot  the  impact  of  the Kelo decision  in  their  States  by  appropriate  legislation  or  constitutional  amendments."	301	"3"
" Equally  important,  we  pledge  to  enforce  the  Takings  Clause  in  the actions  of  federal  agencies  to  ensure  just  compensation  whenever  private  property  is  needed  to  achieve a  compelling  public  use.   "	201	"2"
"This  includes  the  taking  of property  in  the  form  of  water  rights  in  the  West  and elsewhere"	201	"2"
" and  the  taking  of  property  by  environmental  regulations  that  destroy  its  value.  "	201	"2"
"The Ninth Amendment: Affirming the People’s Rights"	NA	NA
"This speaks most eloquently for itself: “The enumeration in the Constitution of certain rights shall not be construed to deny or disparage others retained by the people.”"	203	"2"
"This provision codifies the concept that our government derives its power from the people"	202	"2"
"and all powers not delegated to the government are retained by the people."	0	"0"
"This is an essential feature of our governmental system,"	NA	NA
"and we therefore celebrate the grassroots rediscovery of this and other constitutional guarantees over the last four years"	203	"2"
"and welcome to our ranks all our fellow citizens who are determined to reclaim the rights of the people that have been ignored or violated by government."	202	"2"
"The Sanctity and Dignity of Human Life"	NA	NA
"Faithful to the “selfevident” truths enshrined in the Declaration of Independence, we assert the sanctity of human life"	201	"2"
"and affirm that the unborn child has a fundamental individual right to life which cannot be infringed."	603	"6"
"We support a human life amendment to the Constitution"	204	"2"
"and endorse legislation to make clear that the Fourteenth Amendment’s protections apply to unborn children."	603	"6"
"We oppose using public revenues to promote or perform abortion or fund organizations which perform or advocate it"	603	"6"
"and will not fund or subsidize health care which includes abortion coverage."	505	"5"
"We support the appointment of judges who respect traditional family values and the sanctity of innocent human life."	603	"6"
"We oppose the nonconsensual withholding or withdrawal of care or treatment, including food and water, from people with disabilities, including newborns, as well as the elderly and infirm,"	603	"6"
"just as we oppose active and passive euthanasia and assisted suicide."	603	"6"
"Republican leadership has led the effort to prohibit the barbaric practice of partialbirth abortion"	603	"6"
"and permitted States to extend health care coverage to children before birth."	504	"5"
"We urge Congress to strengthen the Born Alive Infant Protection Act by enacting appropriate civil and criminal penalties on healthcare providers who fail to provide treatment and care to an infant who survives an abortion, including early induction delivery where the death of the infant is intended."	603	"6"
"We call for legislation to ban sexselective abortions"	603	"6"
"– gender discrimination in its most lethal form—"	503	"5"
"and to protect from abortion unborn children who are capable of feeling pain;"	603	"6"
"and we applaud U.S. House Republicans for leading the effort to protect the lives of paincapable unborn children in the District of Columbia."	603	"6"
"We call for a ban on the use of body parts from aborted fetuses for research."	603	"6"
"We support and applaud adult stem cell research to develop lifesaving therapies,"	604	"6"
"and we oppose the killing of embryos for their stem cells."	603	"6"
"We oppose federal funding of embryonic stem cell research."	603	"6"
"We also salute the many States that have passed laws for informed consent,"	603	"6"
"mandatory waiting periods prior to an abortion,"	603	"6"
"and healthprotective clinic regulation."	603	"6"
"We seek to protect young girls from exploitation through a parental consent requirement;"	603	"6"
"and we affirm our moral obligation to assist, rather than penalize, women challenged by an unplanned pregnancy."	603	"6"
"We salute those who provide them with counseling and adoption alternatives and empower them to choose life,"	603	"6"
"and we take comfort in the tremendous increase in adoptions that has followed Republican legislative initiatives."	603	"6"
"Respect for Our Flag: Symbol of the Constitution"	NA	NA
"The symbol of our constitutional unity, to which we all pledge allegiance, is the flag of the United States of America."	601	"6"
"By whatever legislative method is most feasible, Old Glory should be given legal protection against desecration."	601	"6"
"We condemn decisions by activist judges to deny children the opportunity to say the Pledge of Allegiance in its entirety, including “Under God,” in public schools and encourage States to promote the pledge."	601	"6"
"We condemn the actions of those who deny our children the means by which to show respect for our great country and the constitutional principles represented by our flag."	601	"6"
"American Sovereignty in U.S. Courts"	NA	NA
"Subjecting American citizens to foreign laws is inimical to the spirit of the Constitution."	109	"1"
"It is one reason we oppose U.S. participation in the International Criminal Court."	109	"1"
"There must be no use of foreign law by U.S. courts in interpreting our Constitution and laws."	109	"1"
"Nor should foreign sources of law be used in State courts’ adjudication of criminal or civil matters."	109	"1"
"The Lacey Act of 1900, designed to protect endangered wildlife in interstate commerce, is now applied worldwide, making it a crime to use, in our domestic industries, any product illegally obtained in the country of origin, whether or not the user had anything to do with its harvesting."	0	"0"
"This unreasonable extension of the Act not only hurts American businesses and American jobs,"	701	"7"
"but also subordinates our own rule of law to the legal codes of 195 other governments."	605	"6"
"It must be changed."	0	"0"
"Just as George Washington wisely warned America to avoid foreign entanglements and enter into only temporary alliances, we oppose the adoption or ratification of international treaties that weaken or encroach upon American sovereignty."	109	"1"
"America’s Natural Resources: Energy, Agriculture and the Environment"	NA	NA
"We are the party of sustainable jobs and economic growth – through American energy, agriculture, and environmental policy."	410	"4"
"We are also the party of America’s growers and producers, farmers, ranchers, foresters, miners,"	703	"7"
"and all those who bring from the earth the minerals and energy that are the lifeblood of our nation’s historically strong economy."	703	"7"
"We are as well the party of traditional conservation: the wise development of resources that keeps in mind both the sacrifices of past generations to secure that bounty"	416	"4"
"and our responsibility to preserve it for future generations."	501	"5"
"Domestic Energy Independence: An “All of the Above” Energy Policy"	NA	NA
"The Republican Party is committed to domestic energy independence."	406	"4"
"The United States and its neighbors to the North and South have been blessed with abundant energy resources, tapped and untapped, traditional and alternative, that are among the largest and most valuable on earth."	408	"4"
"Advancing technology has given us a more accurate understanding of the nation’s enormous reserves that are ours for the development."	411	"4"
"The role of public officials must be to encourage responsible development across the board."	416	"4"
"Unlike the current Administration, we will not pick winners and losers in the energy marketplace."	401	"4"
"Instead, we will let the free market and the public’s preferences determine the industry outcomes."	401	"4"
"In assessing the various sources of potential energy, Republicans advocate an alloftheabove diversified approach, taking advantage of all our American Godgiven resources."	416	"4"
"That is the best way to advance North American energy independence."	406	"4"
"Our policies aim at energy security to ensure an affordable, stable, and reliable energy supply for all parts of the country and all sectors of the economy."	410	"4"
"Energy security is intimately linked to national security both in terms of our current dependence upon foreign supplies"	104	"1"
"and because some of the hundreds of billions of dollars we pay for foreign oil ends up in the hands of terrorist groups that wish to harm us."	104	"1"
"A growing, prosperous economy and our standard of living and quality of life, moreover, depend on affordable and abundant domestic energy supplies."	410	"4"
"A strong and stable energy sector is a job generator"	701	"7"
"and a catalyst of economic growth,"	410	"4"
"not only in the laborintensive energy industry but also in its secondary markets."	410	"4"
"The Republican Party will encourage and ensure diversified domestic sources of energy, from research and development, exploration, production, transportation, transmission, and consumption in a way that is economically viable and jobproducing,"	410	"4"
"as well as environmentally sound."	416	"4"
"When our energy industry is revitalized, millions more Americans will find work in manufacturing, food production, metals, minerals, packaging, transportation and other fields – because of the jobs that will be created in, and as a result of, the energy sector. We are determined to create jobs,"	701	"7"
"spur economic growth,"	410	"4"
"lower energy prices,"	402	"4"
"and strengthen our energy industry."	402	"4"
"Our Nation’s Energy Abundance"	NA	NA
"Coal is a lowcost and abundant energy source with hundreds of years of supply."	0	"0"
"We look toward the private sector’s development of new, stateoftheart coalfired plants that will be lowcost, environmentally responsible, and efficient."	401	"4"
"We also encourage research and development of advanced technologies in this sector, including coaltoliquid, coal gasification, and related technologies for enhanced oil recovery."	411	"4"
"The current Administration—with a President who publicly threatened to bankrupt anyone who builds a coalpowered plant—seems determined to shut down coal production in the United States,"	305	"3"
"even though there is no costeffective substitute for it or for the hundreds of thousands of jobs that go with it as the nation’s largest source of electricity generation."	701	"7"
"We will end the EPA’s war on coal"	0	"0"
"and encourage the increased safe development in all regions of the nation’s coal resources,"	410	"4"
"the jobs it produces,"	701	"7"
"and the affordable, reliable energy that it provides for America."	410	"4"
"Further, we oppose any and all cap and trade legislation."	410	"4"
"All estimates of America’s oil and natural gas reserves indicate an incredible bounty for the use of many generations to come."	410	"4"
"At a time when unemployment has been above 8 percent for 42 consecutive months, the longest stretch since the Great Depression, and some 23 million Americans are either unemployed, underemployed, or have given up on finding work, we should be pursuing our oil and gas resources  both  on  and  offshore.  "	410	"4"
" It is  nonsensical  to  spurn  real  job creation  by  putting  almost  all of  our  coastal  waters  off  limits to  energy  exploration,  while urging  other  nations  to  explore their  coasts.  "	701	"7"
"We  call  for  a  reasoned  approach  to  all  offshore energy  development  on  the  East Coast  and  other  appropriate  waters,"	410	"4"
" and  support  the  right  of States  to  a  reasonable  share  of  the  resulting  revenue and  royalties.  "	301	"3"
" We  support  opening  the  Outer  Continental  Shelf  (OCS)  for  energy  exploration  and development  and  ending  the  current  Administration’s  moratorium  on  permitting;  "	410	"4"
"opening  the  coastal plain  of  the  Arctic  National  Wildlife  Refuge  (ANWR) for  exploration  and  production  of  oil  and  natural gas;"	410	"4"
" and  allowing  for  more  oil  and  natural  gas exploration  on  federally  owned  and  controlled  land."	410	"4"
"We  support  this  development  in  accordance  with applicable  environmental,  health  and  safety  laws,  and regulations."	416	"4"
"The  current  President  personally  blocked  one  of the  most  important  energy  and  jobs  projects  in  years."	305	"3"
"The  Keystone  XL  Pipeline—which  would  have brought  much  needed  Canadian  and  American  oil  to U.S.  refineries—would  create  thousands  of  jobs."	701	"7"
"The  current  President’s  jobkilling  combination  of extremism  and  ineptitude  threatens  to  create  a  permanent  energy  shortage.  "	305	"3"
"We  are  committed  to  approving  the  Keystone  XL  Pipeline  and  to  streamlining permitting  for  the  development  of  other  oil  and  natural  gas  pipelines."	411	"4"
"Nuclear energy, now generating about 20 percent of our electricity through 104 power plants, must be expanded."	410	"4"
"No new nuclear generating plants have been licensed and constructed for thirty years."	410	"4"
"We call for timely processing of new reactor applications currently pending at the Nuclear Regulatory Commission."	303	"3"
"The federal government’s failure to address the storage and disposal of spent nuclear fuel has left huge bills for States and taxpayers."	301	"3"
"Our country needs a more proactive approach to managing spent nuclear fuel, including through developing advanced reprocessing  technologies."	411	"4"
"We  encourage  the  costeffective  development  of  renewable  energy, "	416	"4"
"but  the  taxpayers should  not  serve  as  venture  capitalists  for  risky  endeavors."	403	"4"
" It  is important  to  create  a  pathway  toward  a  marketbased  approach for   renewable  energy  sources"	401	"4"
"and  to  aggressively  develop  alternative  sources  for  electricity  generation  such  as  wind,  hydro,  solar,  biomass, geothermal,  and  tidal  energy."	416	"4"
"  Partnerships  between traditional  energy  industries  and  emerging  renewable  industries  can  be  a  central  component  in  meeting  the  nation’s  longterm  needs."	416	"4"
"  Alternative  forms of  energy  are  part  of  our  action  agenda  to  power  the homes  and  workplaces  of  the  nation.  "	416	"4"
"Pulling the Plug on American Energy Independence: The Failure of the Current Administration"	NA	NA
"The current Administration has used taxpayer dollars to pick winners and losers in the energy sector while publicly threatening to bankrupt anyone who builds a new coalfired plant and has stopped the Keystone XL Pipeline."	305	"3"
"The current President has done nothing to disavow the scare campaign against hydraulic fracturing."	305	"3"
"Furthermore, he has wasted billions of taxpayers’ dollars by subsidizing favored companies like Solyndra, which generated bankruptcies rather than kilowatts."	401	"4"
"Since the current President took office in 2009, consumers pay approximately twice as much for gas at the pump."	403	"4"
"Our common theme is to promote development of all forms of energy,"	411	"4"
"enable consumer choice to keep energy costs low,"	401	"4"
"and ensure that America remains competitive in the global marketplace."	410	"4"
"We will respect the States’ proven ability to regulate the use of hydraulic fracturing,"	301	"3"
"continue development of oil and gas resources in places like the Bakken formation and Marcellus Shale,"	411	"4"
"and review the environmental laws that often thwart new energy exploration and production."	401	"4"
"We salute the Republican Members of the House of Representatives for passing the Domestic Energy and Jobs Act, a vital piece of progrowth legislation now introduced by Republicans in the Senate."	305	"3"
"Agriculture"	NA	NA
"Abundant Harvests: Protecting Our Farmers"	NA	NA
"Agricultural production and agricultural exports are a fundamental part of the U.S. economy,"	703	"7"
"and the vigor of U.S. agriculture is central to our agenda for jobs, growth, and prosperity."	703	"7"
"Our farmers and ranchers are responsible for millions of jobs"	703	"7"
"and for generating a trade surplus of more than $137 billion annually."	703	"7"
"Our producers provide America with abundant food, export food to hungry people around the world, and create a positive trade balance."	703	"7"
"Because of their care for the land, the United States does not depend on foreign imports for sustenance the way we depend on others for much of our energy."	703	"7"
"However, Americans are concerned about the increasing cost of their food under the current Administration policies that restrict energy production"	703	"7"
"and raise costs for producers due to increased regulation."	401	"4"
"Our dependence on foreign imports of fertilizer could threaten our food supply,"	406	"4"
"and we support the development of domestic production of fertilizer."	703	"7"
"The success of our system of risk management policies will enable farmers and ranchers to continue to feed and fuel the nation and much of the world."	703	"7"
"Restoring Economic Stability for Our Farmers"	NA	NA
"Uncertainty is threatening the survival of our nation’s farmers."	703	"7"
"America’s growers and farmers are aging and much of America’s farmland will be passed to the next generation of farmers with families."	703	"7"
"Uncertainties in estate and capital gains tax laws threaten the survival of multigenerational family farms."	703	"7"
"The proposals for tax reforms contained elsewhere in this document will make certain that family farms will not be lost."	703	"7"
"The Proper Federal Role in Agriculture"	NA	NA
"Agricultural producers and the jobs they generate throughout the entire food chain must confront volatility in both the weather and the markets."	703	"7"
"We support farm programs that enable them to manage the extraordinary risk they meet in the fields every year."	703	"7"
"These programs should be as costeffective as they are functional,"	703	"7"
"offering risk management tools that improve producers’ ability to operate when times are tough."	703	"7"
"Just as all other federal programs must contribute to the deficit reduction necessary to put our country back on a sound fiscal footing, so must farm programs contribute to balancing the budget."	703	"7"
"Programs like the Direct Payment program should end in favor of those, like crop insurance, that help manage risk and are countercyclical in nature."	703	"7"
"We support the historic role of the USDA in agricultural research that has transformed farming here and around the world."	703	"7"
"Because food safety is a major concern of the American people, we urge Congress to ensure adequate resources for the Department’s responsibilities in that regard."	703	"7"
"The U. S. Forest Service controls about 193 million acres of land and employs 30,000 workers."	0	"0"
"The Forest Service should be charged to use these resources to the best economic potential for the nation."	410	"4"
"We must limit injunctions by activist judges regarding environmental management."	0	"0"
"In order to secure one of the country’s most important natural resources, we will review the way the Forest Service handles wildfires."	303	"3"
"This summer’s lack of rainfall over much of agricultural America highlights the importance of access to water for farmers and ranchers alike."	703	"7"
"We stand with growers and producers in defense of their water rights against attempts by the EPA and the Army Corps of Engineers to expand jurisdiction over water, including water that is clearly not navigable."	703	"7"
"The productivity of America’s farmers makes possible the generosity of U.S. food aid efforts around the world."	703	"7"
"These programs are fragmented between the Department of Agriculture and the U.S. Agency for International Development."	303	"3"
"They should be streamlined into one agency with a concentration on reducing overhead to maximize delivery of the actual goods."	303	"3"
"The food stamp program now accounts for nearly 80 percent of the entire USDA budget."	505	"5"
"In finding ways to fight fraud and abuse, the Congress should consider blockgranting that program to the States, along with the other domestic nutrition programs."	301	"3"
"Protecting Our Environment"	NA	NA
"The environment is getting cleaner and healthier."	501	"5"
"The nation’s air and waterways, as a whole, are much  healthier  than  they  were just  a  few  decades  ago."	501	"5"
" Efforts  to reduce  pollution,  encourage  recycling,  educate  the  public,  and avoid  ecological  degradation have  been  a  success.  "	501	"5"
"To  ensure their  continued  support  by  the American  people,  however,  we need  a  dramatic  change  in  the attitude  of  officials  in  Washington,"	0	"0"
" a  shift  from  a  jobkilling punitive  mentality"	701	"7"
" to  a  spirit  of cooperation  with  producers, landowners,  and  the  public."	NA	NA
"  An important  factor  is  full  transparency  in  development  of  the data  and  modeling  that  drive regulations.  "	303	"3"
"Legislation  to  restore  the  authority  of States  in  environmental  protection  is  essential.   "	301	"3"
"We encourage  the  use  of  agricultural  best  management practices  among  the  States  to  reduce  pollution."	703	"7"
"Our  Republican  Party’s  Commitment  to  Conservation"	NA	NA
"Conservation is a conservative value."	501	"5"
"As the pioneer of conservation over a century ago, the Republican Party believes in the moral obligation of the people to be good stewards of the Godgiven natural beauty and resources of our country"	501	"5"
"and bases environmental policy on several commonsense principles."	0	"0"
"For example, we believe people are the most valuable  resource,  and  human  health  and  safety  are the  most  important  measurements  of  success."	0	"0"
"  A  policy  protecting  these  objectives,  however,  must  balance  economic  development  and  private  property rights  in  the  short  run  with  conservation  goals  over the  long  run."	501	"5"
"  Also,  public  access  to  public  lands  for recreational  activities  such  as  hunting,  fishing,  and recreational  shooting  should  be  permitted  on  all  appropriate  federal  lands.   "	502	"5"
"Moreover,  the  advance  of  science  and  technology advances  environmentalism  as  well."	411	"4"
" Science  allows us  to  weigh  the  costs  and  benefits  of  a  policy  so  that we  can  prudently  deal  with  our  resources."	411	"4"
"  This  is  especially  important  when  the  causes  and  longrange effects  of  a  phenomenon  are  uncertain.  "	411	"4"
" We  must  restore  scientific  integrity  to  our public  research  institutions"	411	"4"
" and remove  political  incentives  from publicly  funded  research."	411	"4"
"Private  Stewardship  of  the Environment"	NA	NA
"Experience  has  shown  that, in  caring  for  the  land  and  water, private  ownership  has  been  our best  guarantee  of  conscientious stewardship,"	401	"4"
" while  the  worst  instances  of  environmental  degradation  have  occurred  under government  control."	401	"4"
"  By  the  same token,  the  most  economically advanced  countries–those  that respect  and  protect  private  property  rights—also  have the  strongest  environmental  protections,"	401	"4"
" because their  economic  progress  makes  possible  the  conservation  of  natural  resources."	410	"4"
" In  this  context,  Congress should  reconsider  whether  parts  of  the  federal  government’s  enormous  landholdings  and  control  of water  in  the  West  could  be  better  used  for  ranching, mining,  or  forestry  through  private  ownership."	401	"4"
