"quasi"	"cmpcode"	"cmpdomain"
"We will increase our civil affairs personnel - those who arrive on the scene after the major conflict ends to work with local leaders and officials to get the schools back in shape, the hospitals reopened, and the banks up and running."	104	"1"
"We also need more military police, because public order is critical to establishing the conditions that allow peace to take hold."	106	"1"
"State-of-the-art equipment."	NA	NA
"Third, we need the best possible equipment."	104	"1"
"We can't have a 21st century military unless we're using 21st century technology and preparing our forces for 21st century threats."	104	"1"
"That means educating, training, and arming every soldier with state-of-the-art equipment, whether body armor or weapons."	104	"1"
"It also means employing the most sophisticated communications to help our troops prevail and protect themselves in battle."	104	"1"
"Every soldier in every unit should have access to technology that can mean the difference between life and death."	104	"1"
"We will make sure every solider does."	104	"1"
"And we will build and train new forces equipped with the most-sophisticated technology to specialize in finding, securing, and destroying weapons of mass destruction and the facilities that build them."	104	"1"
"The best training."	NA	NA
"Fourth, we must match our commitment to innovation with a commitment to the training, education, and facilities necessary to make the most of it."	104	"1"
"Standing up for military families."	NA	NA
"Fifth, we will make sure that America's commitment to the men and women of our armed forces (our active duty, our reservists, and our national guard) and their families is ironclad."	104	"1"
"We will enact a Military Family Bill of Rights to ensure that our men and women in uniform and their families receive the benefits and respect they deserve: competitive pay and quality housing, decent health care and dental care, quality education for their children, and timely deployment information."	104	"1"
"And we will ensure that America will care for them and their families if the worst should happen."	104	"1"
"Better use of the National Guard."	NA	NA
"Finally, we need to make better use of a key asset in homeland defense - our National Guard."	104	"1"
"The National Guard has served in every war, and they're serving now."	104	"1"
"They were the first ones called to line city streets, guard bridges, and patrol our airports after September 11th."	104	"1"
"We will make homeland security one of the Guard's primary missions, and assign Guard units to a standing joint task force commanded by a General from the Guard."	104	"1"
"ACHIEVING ENERGY INDEPENDENCE"	NA	NA
"No strategy for American security is complete without a plan to end America's dependence on Mideast oil."	408	"4"
"Today, the American economy depends on oil controlled by some of the world's most repressive regimes."	408	"4"
"This leaves our economy dangerously vulnerable to nations that do not share our interests."	408	"4"
"America too often is silent about the practices of some governments because we depend on oil they control."	408	"4"
"John Kerry, John Edwards and the Democratic Party believe a strong America must no longer rely on the cooperation of regimes that do not share our values."	408	"4"
"We believe a strong America must move toward energy independence."	408	"4"
"In the Bush Administration, energy independence doesn't get a thought."	305	"3"
"Their energy policy is simple: government by big oil, of big oil, and for big oil."	305	"3"
"This Administration let oil industry lobbyists and executives write our nation's energy policy in secret."	305	"3"
"They even went to the Supreme Court to stop the public from learning what they were doing."	305	"3"
"They've done nothing as gas prices have soared to record levels."	305	"3"
"Even the Administration's own economists have found that their energy plan will do nothing to reduce gas prices."	305	"3"
"This President's approach to energy policy leaves America shackled to foreign oil, dependent, vulnerable, and exposed."	305	"3"
"John Kerry, John Edwards and the Democratic Party believe in a better, stronger, more independent America."	305	"3"
"We are committed to achieving energy independence, and we know we can do it."	305	"3"
"Our ingenuity and determination built the cars we drive and the bridges we use."	305	"3"
"It electrified rural America in the 1930s, and took us to the moon in the 1960s."	305	"3"
"Our resolve helped conquer polio."	305	"3"
"It's this simple: When we see a problem, we roll up our sleeves and solve it."	305	"3"
"And that's what we pledge to do now."	305	"3"
"Achieving energy independence will improve our ability to protect our values and interests in the world."	408	"4"
"It will reduce energy costs for our families."	408	"4"
"It will create high-paying new jobs."	701	"7"
"And it will improve our environment and make our people healthier."	501	"5"
"Harnessing American ingenuity to create renewable energy."	NA	NA
"Our plan begins with commonsense investments to harness the natural world around us-the sun, wind, water, geothermal and biomass sources, and a rich array of crops-to create a new generation of affordable energy for the 21st century."	501	"5"
"By mobilizing the amazing productivity of America's farmers, we can grow our own cleanerburning fuel."	501	"5"
"We support tax credits for private sector investment in clean, renewable sources of energy, and we will make ethanol credits work better for farmers."	501	"5"
"And we will ensure that billions of gallons of renewable fuel are part of America's energy supply while striving for strong, national renewable energy goals."	501	"5"
"Creating the energy-efficient vehicles of tomorrow."	NA	NA
"We support creating more energy-efficient vehicles, from today's hybrid cars to tomorrow's hydrogen cars."	411	"4"
"We support the American people's freedom to choose whatever cars, SUVs, minivans, and trucks they choose, but we also believe American ingenuity is equal to the task of improving efficiency."	411	"4"
"We support improving fuel standards, and because of the challenges this poses, we will offer needed incentives for consumers to buy efficient vehicles, and for manufacturers to build them."	411	"4"
"We are also committed to developing hydrogen as a clean, reliable domestic source of energy."	411	"4"
"Our economy cannot convert to hydrogen overnight, so we will fund research to overcome the obstacles to hydrogen fuel and continue our other efforts to achieve energy independence."	411	"4"
"Moving beyond OPEC."	NA	NA
"We can improve our energy security in other ways."	411	"4"
"We will seek more diverse sources of oil around the world and here at home."	109	"1"
"We support balanced development of domestic oil supplies in areas already open for exploration, like the western and central Gulf of Mexico."	107	"1"
"We support the expansion of new infrastructure to develop supplies from non-OPEC nations like Russia, Canada, and nations in Africa."	101	"1"
"We will increase efficiency of natural gas use, develop the Alaska natural gas pipeline, and enhance our nation's infrastructure to help supply natural gas more effectively."	411	"4"
"Electricity."	NA	NA
"We will work to create new technology for producing electricity in a better, more efficient manner."	411	"4"
"Coal accounts for more than one-half of America's electric power generation capacity today."	411	"4"
"We believe coal must continue its important role in a new energy economy, while achieving high environmental standards."	501	"5"
"Working with the coal industry, we will invest billions to develop and implement new, cleaner coal technology and to produce electric and hydrogen power."	411	"4"
"We will also work to make sure that our people have access to an affordable, secure, and reliable supply of electricity at all times."	411	"4"
"We support mandatory, enforceable reliability standards."	411	"4"
"We also support public-private partnerships to make our power systems more flexible, resilient, and self-healing"	404	"4"
"-and more environmentally friendly than ever before."	501	"5"
"Government as a role model."	NA	NA
"The federal government is the largest single consumer of energy in the world."	501	"5"
"We will cut the federal government's energy use and challenge local governments, corporations, universities, small businesses and hospitals to do the same."	501	"5"
"Our commitment to conservation."	NA	NA
"A balanced energy policy must create real incentives for energy conservation in our homes, our offices, our factories, and our infrastructure, saving money and improving security even as it creates good jobs and rebuilds our communities."	501	"5"
"With sixty-five percent of the world's oil reserves in the Middle East, we cannot drill our way to energy independence."	411	"4"
"But we can create, think, imagine, and invent our way there."	411	"4"
"And we will create jobs, help our environment, and build a stronger country as we do."	501	"5"
"STRENGTHENING HOMELAND SECURITY"	NA	NA
"The first and foremost responsibility of government is to protect its citizens from harm."	605	"6"
"Unfortunately, Washington today is not doing enough to make America safe."	305	"3"
"We have made some progress since the terrible attacks of September 11th."	605	"6"
"We have taken steps to secure our airports."	605	"6"
"After resisting Democratic efforts for months, the Administration finally agreed to create the Department of Homeland Security."	605	"6"
"But we have not done nearly enough."	605	"6"
"Our intelligence services remain fragmented and lack coordination."	605	"6"
"Millions of massive shipping containers arrive at American ports every year without being searched and without even a reliable list of their contents."	605	"6"
"Our borders are full of holes."	605	"6"
"Our chemical plants are vulnerable to attack."	605	"6"
"Across America, police officers, firefighters, and other first responders still lack the information, protective gear, and communications equipment to do their jobs safely and successfully."	605	"6"
"The Bush Administration, full of tough talk about terror, has no coherent plan for domestic defense."	305	"3"
"John Kerry, John Edwards and the Democratic Party believe America can do better."	305	"3"
"We believe America must do better."	305	"3"
"We believe America will do better."	305	"3"
"A comprehensive strategy to protect America."	NA	NA
"We need a new strategy for homeland security that addresses five major challenges."	605	"6"
"We need to improve our ability to gather, analyze, and share information so we can track down terrorists and stop them before they cause harm."	605	"6"
"We need to do a better job securing our airports, seaports, and borders."	605	"6"
"We need to harden likely terrorist targets."	605	"6"
"We need to improve domestic readiness."	605	"6"
"Finally, we must win the war on terror without losing the values of freedom and justice for all that make us so proud to be Americans."	601	"6"
"Better intelligence."	NA	NA
"The war on terror begins with good intelligence."	605	"6"
"Shockingly, many of the same flaws in intelligence-sharing that allowed terrorists to slip in and out of America before September 11th still exist."	605	"6"
"The government has missed its own deadlines for upgrading and integrating security databases, and still fails to share information with the state and local law enforcement agencies on the frontlines."	605	"6"
"This must change."	605	"6"
"We will ensure that our watch lists are accessible when and where they are needed."	605	"6"
"We will also give security clearances to appropriate state and local officials so they can get critical information at the critical times."	605	"6"
"Our intelligence apparatus needs significant reform, and so creating a true Director of National Intelligence is critical."	605	"6"
"More secure borders."	NA	NA
"We will improve security at our borders and entry-points to block the individuals and weapons that would harm us."	605	"6"
"We will strengthen container security rules, improve the detection equipment in our shipping systems, ensure that private companies are providing adequate information about the goods they are shipping, and work with other nations to increase inspection levels abroad."	605	"6"
"We will put an end to political delays in adopting tighter controls on air cargo, tons of which goes uninspected every day."	605	"6"
"We will increase perimeter inspections at U.S airports and work with international aviation authorities to make sure the same standards are in place overseas."	605	"6"
"Working with our Northern and Southern neighbors, we will strengthen controls at border crossings, and use modern technology and better staffing to improve the quality of border inspections while enhancing commerce."	605	"6"
"Hardened targets."	NA	NA
"We will launch a major effort to harden our most vulnerable targets - from chemical and nuclear plants to rails and tunnels - and better protect them from attack."	605	"6"
"Security upgrades at some nuclear weapons facilities are a shocking three years behind."	605	"6"
"That is unacceptable, and we will fix it."	605	"6"
"We must better protect nuclear facilities and waste sites which today are too vulnerable to attack."	605	"6"
"We will improve transit rail and subway security, by adding chemical release detectors to deter attacks like we saw in Tokyo, and taking other steps."	605	"6"
"There are more than 100 chemical plants where an attack could endanger more than one million people, and the FBI has warned that al Qaeda may target our chemical industry."	605	"6"
"The Bush Administration was actually moving toward a commonsense solution that would set minimum standards for safety at chemical plants."	305	"3"
"But dangerously true to form, after heavy lobbying by the chemical industry, they backed down."	305	"3"
"We will make these plants secure; by requiring more guards, more fencing, and the use of less dangerous chemicals when possible."	605	"6"
"Domestic readiness."	NA	NA
"We need to improve domestic readiness so people on the frontlines have the training and equipment to respond to any attack with all the speed, skill, and strength required."	605	"6"
"Our first responders are the first ones up the stairs in the event of the emergency, and it is wrong that today they are last in line when it comes to this administration's budgets."	605	"6"
"Under the Bush Administration, police departments in small cities have lost more than 15 percent of their full-time paid police and employees."	605	"6"
"And today, two-thirds of our nation's fire departments are not fully staffed."	605	"6"
"We can do more for the heroes of 9/11 and we can do more for our fellow citizens."	605	"6"
"And we will."	605	"6"
"We will provide direct assistance to our police officers and firefighters on the frontlines."	605	"6"
"They'll have the equipment and manpower they need to protect us."	605	"6"
"We will also ensure that front line workers throughout our transportation system receive the security training necessary to respond to terrorist threats."	605	"6"
"We also need to modernize our emergency warning system to provide localized warnings, treat the fighters on the frontlines as partners, and give families all the information they need."	605	"6"
"This Administration may think that homeland security is about changing the alert from yellow to orange."	605	"6"
"They're wrong; the colors of safety are firefighter red, EMT white, and police officer blue."	605	"6"
"We will dramatically improve our ability to respond to a biological attack."	605	"6"
"We will appoint one individual to oversee all bioterrorism programs, budgets and strategic priorities."	605	"6"
"We will set national benchmarks for state and local preparedness so community leaders aren't flying blind."	605	"6"
"We will harness America's bioscience genius to increase drug and vaccine development."	411	"4"
"We will revitalize our public health system, improving monitoring capabilities and coordination."	504	"5"
"And we will strengthen hospitals, which today cannot prepare for a bio-terrorism emergency because they are overwhelmed by the everyday emergencies of people without insurance."	504	"5"
"We also will encourage all Americans to do their part to make America safer."	605	"6"
"We support the development of a new community defense service grounded in neighborhoods and comprised of ordinary Americans from across the country."	605	"6"
"Like a 21st Century Neighborhood Watch, members would work within their communities to make a contribution-helping health professionals, assisting with evacuation plans, and standing ready in emergency."	605	"6"
"Crime and violence."	NA	NA
"While terrorism poses an especially menacing threat to our nation, a strong America must remain vigilant against the scourge of homegrown crime as well."	605	"6"
"We are proud that Democrats led the fight to put more than 100,000 cops on the beat through the COPS program, and we will continue our steadfast support for COPS and community policing."	605	"6"
"To keep our streets safe for our families, we support tough punishment of violent crime and smart efforts to reintegrate former prisoners into our communities as productive citizens."	605	"6"
"We will crack down on the gang violence and drug crime that devastate so many communities, and we will increase drug treatment, including mandatory drug courts and mandatory drug testing for parolees and probationers, so fewer crimes are committed in the first place."	605	"6"
"We support the rights of victims to be respected, to be heard, and to be compensated."	605	"6"
"We will help break the cycle of domestic violence by punishing offenders and standing with victims."	605	"6"
"We will protect Americans' Second Amendment right to own firearms, and we will keep guns out of the hands of criminals and terrorists by fighting gun crime, reauthorizing the assault weapons ban, and closing the gun show loophole, as President Bush proposed and failed to do."	605	"6"
"Guarding liberty."	NA	NA
"We must always remember that terrorists do not just target our lives; they target our way of life."	601	"6"
"And so we must be on constant guard not to sacrifice the freedom we are fighting to protect."	601	"6"
"We will strengthen some provisions of the Patriot Act, like the restrictions on money laundering."	605	"6"
"And we will change the portions of the Patriot Act that threaten individual rights, such as the library provisions, while still allowing government to take all needed steps to fight terror."	605	"6"
"Our government should never round up innocent people only because of their religion or ethnicity, and we should never stifle free expression."	607	"6"
"We believe in an America where freedom is what we fight for - not what we give up."	601	"6"
"Together, we can make America safer, stronger, and more respected."	605	"6"
"We can do it in a way that safeguards all the greatness of America by protecting our people, securing our homeland, and reinforcing our values"	605	"6"
"- faith and family, duty and service, individual freedom"	601	"6"
"and a common purpose to build one nation under God."	603	"6"
"We can do it in a way that keeps faith with the best measures of American leadership around the world - the builder of alliances, the defender of freedom, the champion of human rights."	305	"3"
"We can do it, and we will."	305	"3"
"A STRONG, GROWING ECONOMY"	NA	NA
"The great promise of America is simple: a better life for all who work for it."	0	"0"
"No matter who you are, where you come from, or what you believe, as an American, you live in a land that offers you all the possibilities your hard work and God-given talent can bring."	0	"0"
"The opportunity to build a better future starts with a good job."	0	"0"
"It has always been that way."	0	"0"
"From the time when most people worked in the fields, through the Industrial Revolution and into the Information Age, the opportunity for work, the rewards from work, and the dignity of work have made Americans successful and America strong."	0	"0"
"CREATING GOOD JOBS"	NA	NA
"We offer America a new economic plan that will put jobs first."	404	"4"
"We will renew American competitiveness, make honest budget choices, and invest in our future."	404	"4"
"A strong America keeps the promise of opportunity for all and heeds the warning of special privileges for none."	404	"4"
"That's the America we believe in."	404	"4"
"That's the America we're fighting for."	404	"4"
"And that's the America we can build together."	404	"4"
"In President George Bush's America, unfortunately, too often you need special privileges if you want opportunity."	305	"3"
"This White House values wealth over hard work, lavishes special treatment upon a fortunate few at the expense of most businesses and working people, and defends policies that weaken America's competitive position and destroy American jobs."	305	"3"
"Instead of meeting the challenge of globalization by strengthening our workers' ability to compete and win, this Administration uses globalization as an excuse not to fight for American jobs."	305	"3"
"John Kerry, John Edwards and the Democratic Party believe in a better America-a strong America."	305	"3"
"We believe that a strong America begins at home, with good jobs that support families and an equal chance for all our people."	305	"3"
"We believe in progress that brings prosperity for all Americans, not just for those who are already successful."	704	"7"
"We believe that good jobs will help strengthen and expand the strongest middle class the world has ever known."	704	"7"
"We believe the private sector, not government, is the engine of economic growth and job creation."	401	"4"
"Government's responsibility is to create an environment that will promote private sector investment, foster vigorous competition, and strengthen the foundations of an innovative economy."	401	"4"
"We believe Americans are the smartest, toughest competitors in the world."	401	"4"
"Our products and ideas can compete and win anywhere, as long as we're given a fair chance."	401	"4"
"And our companies can keep and create jobs in America without sacrificing competitiveness."	401	"4"
"We will fight for American jobs and we will fight for American workers."	408	"4"
"Under John Kerry and John Edwards, we will revive America's manufacturing sector, create new jobs and protect existing ones by ending tax breaks for companies that ship jobs overseas and cutting taxes for companies that create jobs here at home; by fighting for free, fair and balanced trade; by encouraging investment in small businesses and helping companies deal with rising health care costs;"	401	"4"
"by promoting new technologies, like energy, that will lead to the companies and jobs of tomorrow;"	411	"4"
"and by ensuring that people of every age learn the skills to succeed in today's economy."	408	"4"
"Tax reform to create jobs."	NA	NA
"Today's tax law provides big breaks for companies that send American jobs overseas."	402	"4"
"Current \"deferral\" policies allow American companies to avoid paying American taxes on the income earned by their foreign subsidiaries."	402	"4"
"John Kerry and John Edwards will end deferral that encourages companies to ship jobs overseas, and they will close other loopholes to make the tax code work for the American worker."	402	"4"
"They'll use the savings to offer tax cuts for companies that produce goods and create jobs here at home."	402	"4"
"Under John Kerry and John Edwards, 99 percent of American businesses will pay lower taxes than today."	402	"4"
"A plan to reinvigorate manufacturing."	NA	NA
"Manufacturing has lost 2. 5 million jobs under President Bush in its worst jobs crisis since the Depression."	305	"3"
"John Kerry, John Edwards and the Democrats will launch a concerted effort to revitalize American manufacturing."	305	"3"
"The measures outlined above are important components of our overall strategy."	402	"4"
"In addition, based on the model that has helped launch some of America's most successful companies, we will establish new investment corporations to give small and medium-sized businesses access to capital."	402	"4"
"And we will support the growth of hightechnology \"clusters\" that invest in new industries around research institutions."	411	"4"
"Free and fair trade that creates American jobs."	NA	NA
"Exports sustain about 1 in 5 American factory jobs."	407	"4"
"Open markets spur innovation, speed the growth of new industries, and make our businesses more competitive."	407	"4"
"We will make it a priority to knock down barriers to free, fair and balanced trade so other nation's markets are as open as our own."	407	"4"
"We will stand up for American workers and consumers by building on President Clinton's progress in including enforceable, internationally recognized labor and environmental standards in trade agreements."	107	"1"
"We will aggressively enforce our trade agreements with a real plan that includes a complete review of all existing agreements;"	107	"1"
"immediate investigation into China's workers' rights abuses and currency manipulation;"	201	"2"
"increased funding for efforts to protect workers' rights and stop child labor abuse;"	201	"2"
"new reforms to protect the innovations of high-tech companies; and vigorous enforcement of U. S. trade laws."	411	"4"
"We will use all the tools we have to create new opportunities for American workers, farmers, and businesses, and break down barriers in key export markets, like the Japanese auto market and the Chinese high-technology market."	107	"1"
"We will effectively enforce our trade laws protecting against dumping, illegal subsidies, and import surges that threaten American jobs."	407	"4"
"New trade agreements must protect internationally recognized workers' rights"	201	"2"
"and environmental standards as vigorously as they now protect commercial concerns."	501	"5"
"We will build on and strengthen the progress made in the Jordan agreement to include strong and enforceable labor and environmental standards in the core of new free trade agreements."	101	"1"
"And no trade agreement should stop government from protecting the environment, food safety or the health of its citizens."	501	"5"
"Nor should an agreement give greater rights to foreign investors than to U.S investors, require the privatization of our vital public services, or limit our government's ability to create good jobs in our communities."	406	"4"
"Investing in technology to create good jobs."	NA	NA
"We will invest in the technologies of the future, from renewable energy to nanotechnology to biomedicine, and will work to make permanent the research and development tax credit."	411	"4"
"We will achieve universal access to broadband services, which could add $500 billion to our economy, generate 1. 2 million jobs, and transform the way we learn and work."	411	"4"
"And we will put science ahead of ideology in research and policymaking."	411	"4"
"Enhancing Our Transportation System."	NA	NA
"Our nation's transportation network is an integral part of our economy and an engine for economic expansion that must be strengthened."	411	"4"
"We are committed to vigorous federal highway and transit initiatives that put Americans to work, relieve traffic congestion, and foster long-term projects at state and local levels."	411	"4"
"Free markets and honest competition."	NA	NA
"Economic growth and job creation depend on free markets and competition, but competition and free markets depend on trust, transparency, and integrity."	401	"4"
"We are committed to requiring honesty in corporate accounting effective corporate governance, a fair shake for small investors and worker pension funds, a level playing field and competitive bidding practices for those who wish to transact business with the government, and vigorous prosecution of criminal conduct in executive suites."	401	"4"
"Promoting small businesses."	NA	NA
"Small businesses and entrepreneurs are the lifeblood of our economy."	402	"4"
"We will encourage small business growth with a plan to make it easier for small businesses to secure capital and loans."	402	"4"
"We support tax credits and energy investments that slash overall operating costs for small businesses and encourage them to grow and expand here in America."	402	"4"
"For America's 350,000 small manufacturers, which account for over half the total value of U.S. industrial production and employ 11 million people in high-skill, high-wage jobs, we will double funding to use technology to grow."	402	"4"
"We will help businesses cope with the skyrocketing cost of health care by reforming our health care system and cutting taxes to help small businesses pay for health insurance."	402	"4"
"Retiree health costs impose major burdens on many employers, particularly manufacturers, and we will push for reform so that companies are not forced to choose among retirees, current workers, and their own ability to compete."	402	"4"
"Fiscal Relief in an economic downturn."	NA	NA
"When states are the thrust into a fiscal crisis due to a national economic downturn, we should support Federal fiscal relief to states as an effective tool to jumpstart growth and job creation, and to prevent harmful tuition and tax increases, as well as painful cuts to vital education, health, homeland security, and other critical services; and to prevent underfunded mandates."	402	"4"
"Standing up for workers."	NA	NA
"We will ensure that the right to organize a union exists in the real world, not just on paper, because that's how we create more jobs that can support families."	701	"7"
"That means reforming our labor laws to protect the rights of workers (including public employees) to bargain contracts and organize on a level playing field without interference."	701	"7"
"It also means barring the permanent replacement of legal strikers."	701	"7"
"And we will of course reverse this Administration's cuts in wages for working people by restoring overtime protections for hard-working Americans."	701	"7"
"We will strengthen health and safety protections as well."	701	"7"
"Lifelong learning."	NA	NA
"We will make sure that Americans are the best-skilled, best-trained workers in the world."	506	"5"
"In addition to reforming K-12 education, we will expand training and opportunities for Americans of all ages."	506	"5"
"We will support regional skills alliances, workforce development conducted at community colleges, and other initiatives that prepare workers for high-skills jobs that offer familysustaining wages and benefits."	506	"5"
"And we will support high-quality distance learning so that Americans everywhere can use a keyboard to learn from experts anywhere."	506	"5"
"Unlike the Bush administration, we will always stand by workers who lose their jobs as the economy changes."	701	"7"
"We will require companies to give employees at least three months notice before a planned shutdown."	701	"7"
"We will expand efforts to help manufacturers, workers, the long-term unemployed, and communities hurt by imports, including extending trade adjustment assistance to workers in the service sectors and making health insurance more affordable for workers who lose their jobs due to trade."	701	"7"
"Through our jobs plan, we will bring hope and jobs back to the cities and small towns devastated by the shuttering of factories."	701	"7"
"STANDING UP FOR THE GREAT AMERICAN MIDDLE CLASS"	NA	NA
"The heart of the American promise has always been the middle class, the greatest engine of economic growth the world has ever known."	704	"7"
"When the middle class grows in size and security, our country gets stronger."	704	"7"
"And when more American families save and invest in their children's future, America grows stronger still."	704	"7"
"But in President George Bush's America, where everyday costs are soaring and ordinary incomes are sinking, the middle class is struggling, and our economy is suffering."	704	"7"
"Today, the average American family is earning $1,500 less than in 2000."	704	"7"
"At the same time, health care costs are up by nearly one-half, college tuition has increased by more than one-third, gas and oil prices have gone through the roof, and housing costs have soared."	704	"7"
"Life literally costs more than ever before - and our families have less money to pay for it."	704	"7"
"Three million more Americans have fallen into poverty since 2000."	704	"7"
"Average family debt is higher than ever."	704	"7"
"And as they lose the struggle to make ends meet, one out of every seven middle class families may be bankrupt by the end of the decade."	704	"7"
"President Bush and the Republicans in Congress have ignored the middle class since day one of this Administration."	704	"7"
"They have catered to the wealth of the richest instead of honoring the work of the rest of us."	704	"7"
"They have promised almost everything and paid for almost nothing."	704	"7"
"And the middle class is shouldering more taxes, earning less money, and bearing higher costs."	704	"7"
"The bottom line for the middle class under President Bush and the Republican Party is this: Instead of working hard to get ahead, the middle class is working hard just to get by."	704	"7"
"John Kerry, John Edwards and the Democratic Party believe in a stronger, more prosperous America for all our people."	704	"7"
"We believe in an America where the great American promise of upward mobility is alive and well."	704	"7"
"We believe in an America where the middle class is growing, our economy is thriving, and America is strong."	704	"7"
"And we have a plan to build that America."	704	"7"
"Cutting taxes for middle class Americans."	NA	NA
"First, we must restore our values to our tax code."	704	"7"
"We want a tax code that rewards work and creates wealth for more people, not a tax code that hoards wealth for those who already have it."	704	"7"
"With the middle class under assault like never before, we simply cannot afford the massive Bush tax cuts for the very wealthiest."	704	"7"
"We should set taxes for families making more than $200,000 a year at the same level as in the late 1990s, a period of great prosperity when the wealthiest Americans thrived without special treatment."	704	"7"
"We will cut taxes for 98 percent of Americans and help families meet the economic challenges of their everyday lives."	704	"7"
"And we will oppose tax increases on middle class families, including those living abroad."	704	"7"
"Helping families cope with rising costs."	NA	NA
"We must help Americans deal with the staggering increase in everyday costs of living, from insurance premiums to child care to the price of gas."	704	"7"
"Today, thousands of businesses that would otherwise provide raises are using that money to pay climbing health care premiums."	504	"5"
"That is cutting wages for working people."	504	"5"
"Reforming health care, offering tax credits to pay for it, and cutting health costs will raise wages for working people."	504	"5"
"College tuitions rose by 35 percent between 2000 and 2003, and this year, 220,000 Americans were priced out of college by its high costs."	506	"5"
"We will make college affordable for every qualified student with a tax credit for four years of college."	506	"5"
"Child care costs are rising twice as fast as inflation, and millions of working parents worry desperately how to care for their children between 3 p.m and 6 p.m. each day."	504	"5"
"Other families must care not only for their children, but also for loved ones who are older or have disabilities."	504	"5"
"We will increase tax credits to pay for child care and eldercare, and make sure those credits are available to lower-income families and stay-at-home parents."	504	"5"
"We will expand after-school opportunities, help schools stay open until 6 p.m, and offer good transportation so young people can take advantage of it."	506	"5"
"We support expanding family and medical leave to help parents meet the growing challenge of balancing work and family responsibilities."	504	"5"
"The price of gas is at an all time-high, placing an enormous burden on millions of Americans who have no choice but to drive to work."	404	"4"
"We will help cut costs in the short-run by halting additional stockpiling of oil reserves and working more effectively to ensure that OPEC increases production."	404	"4"
"For the long-run, we offer a detailed plan for energy independence."	404	"4"
"Protecting retirement security."	NA	NA
"We must protect the retirement security of America's workers and their families."	503	"5"
"Workers should never lose all their savings because their employer locked those savings into the company's own stock."	503	"5"
"We will bar that practice."	503	"5"
"We need to require honest information and full disclosure, and protect older workers from unfair treatment when their benefits are converted to cash balance plans."	503	"5"
"At the same time, we will strengthen and promote both defined-contribution and defined-benefit pension plans, and increase the portability of retirement savings and help all families save."	503	"5"
"We are absolutely committed to preserving Social Security."	504	"5"
"It is a compact across the generations that has helped tens of millions of Americans live their retirement years in dignity instead of poverty."	504	"5"
"Democrats believe in the progressive, guaranteed benefit that has ensured that seniors and people with disabilities receive a benefit not subject to the whims of the market or the economy."	504	"5"
"We oppose privatizing Social Security or raising the retirement age."	504	"5"
"We oppose reducing the benefits earned by workers just because they have also earned a benefit from certain public retirement plans."	504	"5"
"We will repeal discriminatory laws that penalize some retired workers and their families while allowing others to receive full benefits."	504	"5"
"Because the massive deficits under the Bush Administration have raided hundreds of billions of dollars from Social Security, the most important step we can take to strengthen Social Security is to restore fiscal responsibility."	504	"5"
"Social Security matters to all Americans, Democrats and Republicans, and strengthening Social Security should be a common cause."	504	"5"
"Expanding the middle class."	NA	NA
"The dream of the middle class should belong to all Americans willing to work for it."	704	"7"
"We still have work to do as long as millions of Americans work full-time, fulfill their responsibilities, and continue to live in poverty."	704	"7"
"We will offer these Americans a ladder to the middle class."	704	"7"
"That means raising the minimum wage to $7. 00, increasing the Earned Income Tax Credit and extending child credits so that parents who work full-time don't have to raise their children in poverty."	504	"5"
"It means working to eliminate hunger in our rural and urban communities."	504	"5"
"It means using our tax code and savings incentives to help families build their savings, become homeowners, and start businesses."	504	"5"
"And it means continuing on the path of welfare reform."	504	"5"
"We must match parents' responsibility to work with the real opportunity to do so, by making sure parents can get the health care, child care, and transportation they need."	504	"5"
"And we must expect increased responsibility from fathers as well as mothers by increasing child support enforcement and promoting responsible fatherhood together with religious and civic organizations."	706	"7"
"Strengthening our cities."	NA	NA
"We will invest in the businesses, schools, and hospitals that metropolitan areas need to thrive."	504	"5"
"We will support quality housing opportunities and a balanced housing policy for all Americans, defending good rental housing and extending the American Dream of homeownership to more families."	504	"5"
"At a time when so many families are losing their homes and life savings to unscrupulous lenders, we will rein in predatory lending and expand access to mainstream financial services for urban families."	504	"5"
"And we will redouble our nation's commitment to closing the \"digital divide."	504	"5"
"\""	NA	NA
"Revitalizing rural and small-town America."	NA	NA
"Small towns are at the heart of America, but today, they are often losing people, jobs, and hope."	703	"7"
"We will use new technologies like distance learning and telemedicine to link our towns with cutting-edge advances and bring back investment to our small towns."	703	"7"
"We will ensure that American farmers have a strong safety net and can achieve profitability in the marketplace, and we will support incentives for farmers to use conservation practices and sustainable farming methods."	703	"7"
"Americans should be able to make the choice to raise their children in the towns and rural communities where they grew up."	703	"7"
"Fiscal discipline."	NA	NA
"We must restore responsibility to our budget, or we will strangle opportunity for the next generation of middle class Americans."	704	"7"
"Over the last three years, record surpluses have turned into record deficits."	406	"4"
"Not once has this Administration tried to balance new spending with new savings or pay for new initiatives - including its enormous tax breaks for the wealthy."	402	"4"
"Today, we face unsustainable foreign borrowing and rising interest rates."	408	"4"
"Fiscal discipline helped create 23 million new jobs in the 1990s."	404	"4"
"Fiscal discipline frees up money for productive investment."	404	"4"
"And over time, fiscal discipline saves families thousands of dollars on their mortgages and credit cards."	404	"4"
"We will roll back the Bush tax cuts for those making more than $200,000."	404	"4"
"We will restore commonsense budget rules that this Administration has abandoned, like \"Pay-As-You-Go\" rules that require the government to pay for new initiatives."	404	"4"
"We will commit to living within tough budget caps-real and enforceable limits on what the government can spend."	404	"4"
